526735.0000  204915.0001  0.000000e+000
526535.0000  205015.0001  0.000000e+000
526635.0000  205015.0001  0.000000e+000
526735.0000  205015.0001  0.000000e+000
526835.0000  205015.0001  0.000000e+000
526935.0000  205015.0001  0.000000e+000
527035.0000  205015.0001  0.000000e+000
527135.0000  205015.0001  0.000000e+000
526435.0000  205115.0001  0.000000e+000
526535.0000  205115.0001  0.000000e+000
526635.0000  205115.0001  0.000000e+000
526735.0000  205115.0001  0.000000e+000
526835.0000  205115.0001  0.000000e+000
526935.0000  205115.0001  0.000000e+000
527035.0000  205115.0001  0.000000e+000
527135.0000  205115.0001  0.000000e+000
527235.0000  205115.0001  0.000000e+000
526235.0000  205215.0001  0.000000e+000
526335.0000  205215.0001  0.000000e+000
526435.0000  205215.0001  0.000000e+000
526535.0000  205215.0001  0.000000e+000
526635.0000  205215.0001  0.000000e+000
526735.0000  205215.0001  0.000000e+000
526835.0000  205215.0001  0.000000e+000
526935.0000  205215.0001  0.000000e+000
527035.0000  205215.0001  0.000000e+000
527135.0000  205215.0001  0.000000e+000
527235.0000  205215.0001  0.000000e+000
527335.0000  205215.0001  0.000000e+000
527435.0000  205215.0001  0.000000e+000
526135.0000  205315.0001  0.000000e+000
526235.0000  205315.0001  0.000000e+000
526335.0000  205315.0001  0.000000e+000
526435.0000  205315.0001  0.000000e+000
526535.0000  205315.0001  0.000000e+000
526635.0000  205315.0001  0.000000e+000
526735.0000  205315.0001  0.000000e+000
526835.0000  205315.0001  0.000000e+000
526935.0000  205315.0001  0.000000e+000
527035.0000  205315.0001  0.000000e+000
527135.0000  205315.0001  0.000000e+000
527235.0000  205315.0001  0.000000e+000
527335.0000  205315.0001  0.000000e+000
527435.0000  205315.0001  0.000000e+000
527535.0000  205315.0001  0.000000e+000
526135.0000  205415.0001  0.000000e+000
526235.0000  205415.0001  0.000000e+000
526335.0000  205415.0001  0.000000e+000
526435.0000  205415.0001  0.000000e+000
526535.0000  205415.0001  0.000000e+000
526635.0000  205415.0001  0.000000e+000
526735.0000  205415.0001  0.000000e+000
526835.0000  205415.0001  0.000000e+000
526935.0000  205415.0001  0.000000e+000
527035.0000  205415.0001  0.000000e+000
527135.0000  205415.0001  0.000000e+000
527235.0000  205415.0001  0.000000e+000
527335.0000  205415.0001  0.000000e+000
527435.0000  205415.0001  0.000000e+000
527535.0000  205415.0001  0.000000e+000
527635.0000  205415.0001  0.000000e+000
527735.0000  205415.0001  0.000000e+000
526035.0000  205515.0001  0.000000e+000
526135.0000  205515.0001  0.000000e+000
526235.0000  205515.0001  0.000000e+000
526335.0000  205515.0001  0.000000e+000
526435.0000  205515.0001  0.000000e+000
526535.0000  205515.0001  0.000000e+000
526635.0000  205515.0001  0.000000e+000
526735.0000  205515.0001  0.000000e+000
526835.0000  205515.0001  0.000000e+000
526935.0000  205515.0001  0.000000e+000
527035.0000  205515.0001  0.000000e+000
527135.0000  205515.0001  0.000000e+000
527235.0000  205515.0001  0.000000e+000
527335.0000  205515.0001  0.000000e+000
527435.0000  205515.0001  0.000000e+000
527535.0000  205515.0001  0.000000e+000
527635.0000  205515.0001  0.000000e+000
527735.0000  205515.0001  0.000000e+000
527835.0000  205515.0001  0.000000e+000
527935.0000  205515.0001  0.000000e+000
525935.0000  205615.0001  0.000000e+000
526035.0000  205615.0001  0.000000e+000
526135.0000  205615.0001  0.000000e+000
526235.0000  205615.0001  0.000000e+000
526335.0000  205615.0001  0.000000e+000
526435.0000  205615.0001  0.000000e+000
526535.0000  205615.0001  0.000000e+000
526635.0000  205615.0001  0.000000e+000
526735.0000  205615.0001  0.000000e+000
526835.0000  205615.0001  0.000000e+000
526935.0000  205615.0001  0.000000e+000
527035.0000  205615.0001  0.000000e+000
527135.0000  205615.0001  0.000000e+000
527235.0000  205615.0001  0.000000e+000
527335.0000  205615.0001  0.000000e+000
527435.0000  205615.0001  0.000000e+000
527535.0000  205615.0001  0.000000e+000
527635.0000  205615.0001  0.000000e+000
527735.0000  205615.0001  0.000000e+000
527835.0000  205615.0001  0.000000e+000
527935.0000  205615.0001  0.000000e+000
528035.0000  205615.0001  0.000000e+000
525835.0000  205715.0001  0.000000e+000
525935.0000  205715.0001  0.000000e+000
526035.0000  205715.0001  0.000000e+000
526135.0000  205715.0001  0.000000e+000
526235.0000  205715.0001  0.000000e+000
526335.0000  205715.0001  0.000000e+000
526435.0000  205715.0001  0.000000e+000
526535.0000  205715.0001  0.000000e+000
526635.0000  205715.0001  0.000000e+000
526735.0000  205715.0001  0.000000e+000
