526735.0000  204915.0001  1.244400e+002
526535.0000  205015.0001  1.245100e+002
526635.0000  205015.0001  1.226800e+002
526735.0000  205015.0001  1.215800e+002
526835.0000  205015.0001  1.228900e+002
526935.0000  205015.0001  1.250400e+002
527035.0000  205015.0001  1.264500e+002
527135.0000  205015.0001  1.278500e+002
526435.0000  205115.0001  1.270100e+002
526535.0000  205115.0001  1.255900e+002
526635.0000  205115.0001  1.227200e+002
526735.0000  205115.0001  1.179600e+002
526835.0000  205115.0001  1.184200e+002
526935.0000  205115.0001  1.203200e+002
527035.0000  205115.0001  1.238700e+002
527135.0000  205115.0001  1.255900e+002
527235.0000  205115.0001  1.274600e+002
526235.0000  205215.0001  1.281300e+002
526335.0000  205215.0001  1.279900e+002
526435.0000  205215.0001  1.274400e+002
526535.0000  205215.0001  1.260100e+002
526635.0000  205215.0001  1.237600e+002
526735.0000  205215.0001  1.199600e+002
526835.0000  205215.0001  1.133000e+002
526935.0000  205215.0001  1.151700e+002
527035.0000  205215.0001  1.205600e+002
527135.0000  205215.0001  1.224700e+002
527235.0000  205215.0001  1.258600e+002
527335.0000  205215.0001  1.282500e+002
527435.0000  205215.0001  1.288600e+002
526135.0000  205315.0001  1.275500e+002
526235.0000  205315.0001  1.273900e+002
526335.0000  205315.0001  1.277400e+002
526435.0000  205315.0001  1.274400e+002
526535.0000  205315.0001  1.259400e+002
526635.0000  205315.0001  1.227000e+002
526735.0000  205315.0001  1.179500e+002
526835.0000  205315.0001  1.134000e+002
526935.0000  205315.0001  1.103200e+002
527035.0000  205315.0001  1.150300e+002
527135.0000  205315.0001  1.202700e+002
527235.0000  205315.0001  1.237500e+002
527335.0000  205315.0001  1.262500e+002
527435.0000  205315.0001  1.272800e+002
527535.0000  205315.0001  1.276900e+002
526135.0000  205415.0001  1.265200e+002
526235.0000  205415.0001  1.267600e+002
526335.0000  205415.0001  1.271100e+002
526435.0000  205415.0001  1.274400e+002
526535.0000  205415.0001  1.258200e+002
526635.0000  205415.0001  1.233700e+002
526735.0000  205415.0001  1.193400e+002
526835.0000  205415.0001  1.165300e+002
526935.0000  205415.0001  1.101100e+002
527035.0000  205415.0001  1.104600e+002
527135.0000  205415.0001  1.170100e+002
527235.0000  205415.0001  1.200500e+002
527335.0000  205415.0001  1.230100e+002
527435.0000  205415.0001  1.238500e+002
527535.0000  205415.0001  1.235300e+002
527635.0000  205415.0001  1.249800e+002
527735.0000  205415.0001  1.262300e+002
526035.0000  205515.0001  1.239500e+002
526135.0000  205515.0001  1.255600e+002
526235.0000  205515.0001  1.265700e+002
526335.0000  205515.0001  1.269600e+002
526435.0000  205515.0001  1.270500e+002
526535.0000  205515.0001  1.258400e+002
526635.0000  205515.0001  1.237800e+002
