431704.6444 2892389.879
432512.7412 2888567.808
431428.606 2893150.579
429514.1446 2885740.771
429489.5136 2885298.412
427619.1597 2886456.302
424697.9835 2887176.666
435294.6262 2884747.882
429099.572 2885639.965
428325.3584 2884182.609
427501.9764 2888230.136
428024.3778 2887918.766
429437.5538 2890953.645
432938.452 2887447.982
432891.0785 2887410.449
424652.3518 2887185.445
430759.9137 2886791.562
430706.544 2884508.339
427607.8892 2886535.953
427974.8423 2884826.309
428330.1084 2884086.673
429381.543 2885189.718
429661.2529 2885975.649
424773.5822 2887155.057
431647.8431 2890529.345
426554.6199 2887976.615
428798.8808 2884903.536
433135.2936 2883599.183
430301.3189 2885108.736
428960.9642 2887161.177
427711.8332 2888282.583
430083.9681 2884542.696
429584.0673 2887172.478
428143.1397 2889046.843
427550.9797 2886525.577
429256.9361 2886360.34
426804.3616 2886070.258
427332.4244 2886729.975
433666.4044 2883309.922
429242.0148 2887087.369
426809.5479 2886074.45
427599.0497 2886529.564
431633.4322 2890542.487
427872.2185 2888617.913
430134.6488 2885079.062
430136.7504 2885079.364
430422.3399 2885659.876
430130.1205 2885075.156
428793.0254 2884837.157
428794.3706 2884830.574
427467.0004 2886633.042
428797.562 2884828.026
427468.0065 2886629.759
428795.0353 2884824.398
427449.6709 2886634.853
