430147.3646 2892412.285
430821.1253 2891816.152
429436.4297 2891291.503
430783.9861 2891020.676
429432.4396 2890947.071
432421.924 2892906.776
431460.6862 2892096.932
430519.1855 2891558.133
428892.3092 2891368.991
431160.4597 2887223.278
430133.4599 2889835.551
429750.439 2889509.064
430011.6371 2890176.035
430088.1245 2890463.206
429979.9308 2890271.593
430905.6734 2888103.194
431144.7069 2886747.725
430200.97 2888597.922
430052.3579 2889605.561
430128.3917 2889756.642
430200.159 2889766.073
429851.3176 2889802.816
429896.0851 2889549.675
430034.4439 2890517.94
430033.85 2890133.889
430033.5884 2889775.355
430134.4457 2890056.149
430033.1423 2889542.188
430033.2112 2889361.111
429667.7518 2889452.335
430224.883 2889491.206
430235.0003 2889728.09
430191.5797 2890297.947
430443.9419 2890000.095
430602.6803 2889682.3
430866.3341 2890166.117
431879.6571 2889728.398
431843.6771 2889628.974
431974.0484 2889586.125
431769.5501 2889437.237
431666.5065 2889340.297
431579.278 2889221.462
432091.4473 2889480.087
431215.5894 2889633.708
431256.0488 2889535.112
431131.4437 2889429.386
431355.0548 2889340.758
431405.575 2889469.411
431514.8874 2889272.153
431592.6303 2889515.2
430196.6499 2889853.228
430134.3771 2889953.193
430074.9845 2889711.037
430189.569 2889712.271
430287.9123 2889724.592
430213.3373 2889924.797
429408.7984 2890686.238
429430.6275 2890644.91
429834.7631 2890633.186
429990.8763 2890600.673
429636.2815 2890280.956
429397.7391 2890280.769
429353.6589 2890489.104
429290.3901 2890082.567
429318.3177 2889696.175
429330.7103 2889627.6
429184.9549 2889771.022
431670.6352 2889663.714
430791.5109 2891644.804
430640.7789 2891496.823
431035.9969 2891868.365
429322.9887 2890830.024
