NoC,Code,Rain,Wind
1,54868,31,17.3
1,54868,27.1,22
1,54868,57.1,20
1,54868,39.6,26
2,54909,45.8,9.2
2,54909,56.5,9.5
2,54909,43.9,8.5
2,54909,28.4,9.6
2,54909,50.6,10.4
2,54909,42.2,8.6
2,54909,41.8,9.9
2,54909,62.9,12
2,54909,39.8,9.4
3,54916,50.5,8.7
3,54916,54.9,12.3
3,54916,78,8
3,54916,77.3,10.7
3,54916,71.8,14.7
3,54916,88,10
3,54916,34.3,11.3
3,54916,64.9,9
3,54916,51.5,9.3
3,54916,67.3,8
3,54916,69.4,9
3,54916,74.1,11.3
3,54916,29.5,8
3,54916,58,11
3,54916,26.5,11
3,54916,54.1,8
3,54916,57.1,11
3,54916,31.6,8
3,54916,86.1,13.7
3,54916,64.5,10
3,54916,41.3,10
3,54916,46.1,12.3
3,54916,25.4,11.3
3,54916,70.2,11
3,54916,28,8.3
3,54916,119.7,10.7
3,54916,28,8.7
3,54916,57.8,11.7
3,54916,33.1,16
3,54916,52.2,9
3,54916,47,8
3,54916,25.7,9
3,54916,101.2,13.6
3,54916,31.6,8.4
3,54916,58.6,10.3
3,54916,29.8,9.1
3,54916,184.7,14
3,54916,34.7,9.9
3,54916,38,8.6
3,54916,30.9,8.9
3,54916,35.6,8.9
3,54916,36.2,8.2
3,54916,49,16.4
3,54916,66.5,8.9
3,54916,50.8,8.1
4,54929,31.9,9.8
4,54929,42.7,8.4
4,54929,34.2,8.2
4,54929,57.7,10.9
4,54929,55.5,8.6
4,54929,88,10
4,54929,34.3,11.3
4,54929,64.9,9
4,54929,51.5,9.3
4,54929,67.3,8
4,54929,69.4,9
4,54929,74.1,11.3
4,54929,29.5,8
4,54929,58,11
4,54929,26.5,11
4,54929,54.1,8
4,54929,57.1,11
4,54929,31.6,8
4,54929,86.1,13.7
4,54929,64.5,10
4,54929,41.3,10
4,54929,46.1,12.3
4,54929,25.4,11.3
4,54929,70.2,11
4,54929,28,8.3
4,54929,119.7,10.7
4,54929,28,8.7
4,54929,57.8,11.7
4,54929,33.1,16
4,54929,52.2,9
4,54929,47,8
4,54929,25.7,9
4,54929,101.2,13.6
4,54929,31.6,8.4
4,54929,58.6,10.3
4,54929,29.8,9.1
4,54929,184.7,14
4,54929,34.7,9.9
4,54929,38,8.6
4,54929,30.9,8.9
4,54929,35.6,8.9
4,54929,36.2,8.2
4,54929,49,16.4
4,54929,66.5,8.9
4,54929,50.8,8.1
5,54938,26.5000000000001,11.7
5,54938,129.7,11
5,54938,82.9,8.3
5,54938,50.5,10
5,54938,35.2,12
5,54938,25,10
5,54938,45.2,8.7
5,54938,32.1,8
5,54938,53.9,9
5,54938,90.1,9.7
5,54938,26,9.7
5,54938,257.7,9
5,54938,91.9,8
5,54938,72,11
5,54938,27,12
5,54938,49.2,12
5,54938,39.8,10.7
5,54938,87.5,8
5,54938,26.6,8
5,54938,43.1,9
5,54938,35.2,8
5,54938,34.3,9
5,54938,28.4,8
5,54938,71.3,8
5,54938,26,9
5,54938,25,15
5,54938,29.6,8
5,54938,32.5,9.7
5,54938,55,8
5,54938,37.8,8.3
5,54938,62.6,8.7
5,54938,56.3,9
5,54938,121.6,9
5,54938,28.5,12.3
5,54938,69.7,9
5,54938,35.8,8
5,54938,26.4,8
5,54938,37,10
5,54938,29.7,8
5,54938,91.3,8.8
5,54938,72.2,10
5,54938,33.9,9.5
5,54938,43.3,8.4
5,54938,277.8,14.3
5,54938,56,10
5,54938,32.4,9.2
5,54938,60.4,8.2
5,54938,31.9,10.5
5,54938,54.3,9.3
5,54938,50.1,8.1
5,54938,37,9.4
5,54938,120.2,11
5,54938,27.8,8.1
5,54938,59.2,8.1
5,54938,67.6,8.2
6,54945,29.4,16
6,54945,78.7,13
6,54945,74.1,15
6,54945,31.2,9
6,54945,39.7,11
6,54945,25.2,11
6,54945,51.5,8
6,54945,66.2,15
6,54945,72,9
6,54945,183.4,15
6,54945,82.7,8.3
6,54945,127,9.7
6,54945,54.6,9
6,54945,68.1,9
6,54945,74.5,14
6,54945,41.2,11
6,54945,67.6,8
6,54945,30.4,9.3
6,54945,58.6,10
6,54945,25.2,9.7
6,54945,27.4,9.7
6,54945,66.1,13
6,54945,76.9,15
6,54945,31,8.3
6,54945,31,9
6,54945,58.9,10.3
6,54945,95.3,8
6,54945,28.3,8.7
6,54945,46.8,9.3
6,54945,35.6,10.7
6,54945,72.3,8
6,54945,67.3,13
6,54945,71.9,8.7
6,54945,50,10.3
6,54945,109.2,11
6,54945,42.1,14
6,54945,125.8,16
6,54945,49,8.3
6,54945,41.8,12
6,54945,120.4,8.7
6,54945,26.9,12
6,54945,35.9,9.3
6,54945,55.6,11.3
6,54945,33.9,13
6,54945,62.6,13.7
6,54945,70.2,12.7
6,54945,39.8,9
6,54945,30,12.3
6,54945,96.6,16.6
6,54945,62.9,10.4
6,54945,68.2,9.5
6,54945,84.8,8.7
6,54945,38.4,16.2
6,54945,32,8.8
6,54945,33.1,8.8
6,54945,109.7,11.6
6,54945,67.9,12.9
6,54945,107.2,16.4
6,54945,29.9,10.2
6,54945,50.3,8.8
6,54945,27,9
6,54945,112.5,8.6
6,54945,123.5,11
6,54945,60.2,8.8
6,54945,47.3,10.5
6,54945,152.1,19
6,54945,28.2,10.5
6,54945,25.2,12.6
6,54945,67.2,10.7
6,54945,73.5,10.3
6,54945,35.7,11
6,54945,40.6,10.7
6,54945,34.2,8.5
6,54945,47.9,9.9
6,54945,58.7,9.8
6,54945,180.6,12.4
7,54952,56.2,16
7,54952,32.7,15.3
7,54952,77.9,16
7,54952,25,15
7,54952,126.1,16.7
7,54952,104.6,37
7,54952,73.5,13.7
7,54952,32.4,16
7,54952,25.1,16
7,54952,26.9,16
7,54952,27.9,25
7,54952,53.1,21
7,54952,54.6,9
7,54952,68.1,9
7,54952,74.5,14
7,54952,41.2,11
7,54952,67.6,8
7,54952,30.4,9.3
7,54952,58.6,10
7,54952,25.2,9.7
7,54952,27.4,9.7
7,54952,66.1,13
7,54952,76.9,15
7,54952,31,8.3
7,54952,31,9
7,54952,58.9,10.3
7,54952,95.3,8
7,54952,28.3,8.7
7,54952,46.8,9.3
7,54952,35.6,10.7
7,54952,72.3,8
7,54952,67.3,13
7,54952,71.9,8.7
7,54952,50,10.3
7,54952,109.2,11
7,54952,42.1,14
7,54952,125.8,16
7,54952,49,8.3
7,54952,41.8,12
7,54952,120.4,8.7
7,54952,26.9,12
7,54952,35.9,9.3
7,54952,55.6,11.3
7,54952,33.9,13
7,54952,62.6,13.7
7,54952,70.2,12.7
7,54952,39.8,9
7,54952,30,12.3
7,54952,96.6,16.6
7,54952,62.9,10.4
7,54952,68.2,9.5
7,54952,84.8,8.7
7,54952,38.4,16.2
7,54952,32,8.8
7,54952,33.1,8.8
7,54952,109.7,11.6
7,54952,67.9,12.9
7,54952,107.2,16.4
7,54952,29.9,10.2
7,54952,50.3,8.8
7,54952,27,9
7,54952,112.5,8.6
7,54952,123.5,11
7,54952,60.2,8.8
7,54952,47.3,10.5
7,54952,152.1,19
7,54952,28.2,10.5
7,54952,25.2,12.6
7,54952,67.2,10.7
7,54952,73.5,10.3
7,54952,35.7,11
7,54952,40.6,10.7
7,54952,34.2,8.5
7,54952,47.9,9.9
7,54952,58.7,9.8
7,54952,180.6,12.4
8,58015,42.7,8.7
8,58015,29.5,8
8,58015,92.8,8.7
8,58015,39.5,9.7
8,58015,40.3,16.7
8,58015,25.5,8.2
8,58015,27.2,10.9
8,58015,55.7,8.7
8,58015,41.7,11.3
8,58015,34.1,11
8,58015,49.3,14.4
8,58015,73.5,9.9
8,58015,67.4,8
8,58015,26.2,9.7
8,58015,74.5,14
8,58015,41.2,11
8,58015,67.6,8
8,58015,30.4,9.3
8,58015,58.6,10
8,58015,25.2,9.7
8,58015,27.4,9.7
8,58015,66.1,13
8,58015,76.9,15
8,58015,31,8.3
8,58015,31,9
8,58015,58.9,10.3
8,58015,95.3,8
8,58015,28.3,8.7
8,58015,46.8,9.3
8,58015,35.6,10.7
8,58015,72.3,8
8,58015,67.3,13
8,58015,71.9,8.7
8,58015,50,10.3
8,58015,109.2,11
8,58015,42.1,14
8,58015,125.8,16
8,58015,49,8.3
8,58015,41.8,12
8,58015,120.4,8.7
8,58015,26.9,12
8,58015,35.9,9.3
8,58015,55.6,11.3
8,58015,33.9,13
8,58015,62.6,13.7
8,58015,70.2,12.7
8,58015,39.8,9
8,58015,30,12.3
8,58015,96.6,16.6
8,58015,62.9,10.4
8,58015,68.2,9.5
8,58015,84.8,8.7
8,58015,38.4,16.2
8,58015,32,8.8
8,58015,33.1,8.8
8,58015,109.7,11.6
8,58015,67.9,12.9
8,58015,107.2,16.4
8,58015,29.9,10.2
8,58015,50.3,8.8
8,58015,27,9
8,58015,112.5,8.6
8,58015,123.5,11
8,58015,60.2,8.8
8,58015,47.3,10.5
8,58015,152.1,19
8,58015,28.2,10.5
8,58015,25.2,12.6
8,58015,67.2,10.7
8,58015,73.5,10.3
8,58015,35.7,11
8,58015,40.6,10.7
8,58015,34.2,8.5
8,58015,47.9,9.9
8,58015,58.7,9.8
8,58015,180.6,12.4
9,58027,51.1,9.6
9,58027,43.2,8.2
9,58027,148,9
9,58027,56.3,13
9,58027,27.2,8
9,58027,41.5,8.3
9,58027,42.5,9
9,58027,37.9,8
9,58027,63.2,9.4
9,58027,43.4,9.8
9,58027,57.9,9.3
9,58027,39.7,9.5
9,58027,34,9
9,58027,32.7,8.8
9,58027,57.6,12
9,58027,28.8,8.3
9,58027,45.5,11.7
9,58027,32.2,12.4
9,58027,65.4,8.7
9,58027,31.7,10
9,58027,44.1,11
9,58027,225.5,8.3
9,58027,52.9,8
9,58027,72.6,13.3
9,58027,51.4,10.3
9,58027,25.1,10.7
9,58027,47.1,9.7
9,58027,78.1,9.3
9,58027,34,8.3
9,58027,70.6,10
9,58027,28.6,12.3
9,58027,77.4,9
9,58027,95,10.7
9,58027,60.2,9
9,58027,133.2,8
9,58027,28,9
9,58027,31.4,10
9,58027,35.3,8
9,58027,83.3,8
9,58027,59.3,8.7
9,58027,106.1,8.3
9,58027,315.4,12.3
9,58027,62.5,9
9,58027,40.7,9
9,58027,38.1,9
9,58027,52.7,9
9,58027,43.6,8
9,58027,27.9,9.3
9,58027,60.2,10.7
9,58027,52,15.4
9,58027,47.4,9.3
9,58027,115.3,9.4
9,58027,26.3,8.8
9,58027,30.5,10.9
9,58027,33.1,8.8
9,58027,109.7,11.6
9,58027,67.9,12.9
9,58027,107.2,16.4
9,58027,29.9,10.2
9,58027,50.3,8.8
9,58027,27,9
9,58027,112.5,8.6
9,58027,123.5,11
9,58027,60.2,8.8
9,58027,47.3,10.5
9,58027,152.1,19
9,58027,28.2,10.5
9,58027,25.2,12.6
9,58027,67.2,10.7
9,58027,73.5,10.3
9,58027,35.7,11
9,58027,40.6,10.7
9,58027,34.2,8.5
9,58027,47.9,9.9
9,58027,58.7,9.8
9,58027,180.6,12.4
10,58040,73.5,10
10,58040,31.5,9
10,58040,61,15.7
10,58040,32.5,8.7
10,58040,38.9,14.3
10,58040,26.8,8.30834466559524
10,58040,61,9.3
10,58040,176,14
10,58040,106.7,15.3
10,58040,152,8.3
10,58040,87.4,15.3
10,58040,31.6,17.3
10,58040,32.3,10
10,58040,94.4,10.3
10,58040,27.2,8
10,58040,79.7,11
10,58040,34.6,13.3
10,58040,29.3,14.7
10,58040,35.4,13
10,58040,70.4,13.7
10,58040,32.9,9
10,58040,28,8.7
10,58040,27.8,10
10,58040,53.3,10
10,58040,57.5,8.7
10,58040,48,8.7
10,58040,94.9,13
10,58040,26.9,8.7
10,58040,34.2,11
10,58040,43.5,9.3
10,58040,28.8,13
10,58040,83.2,10
10,58040,98.9,9
10,58040,36.3,9
10,58040,82.1,9
10,58040,45.4,14.3
10,58040,68.7,9
10,58040,29.4,8.3
10,58040,102,15
10,58040,94.9,9.3
10,58040,25.9,10.7
10,58040,66.8,12.7
10,58040,47.7,8.7
10,58040,122.5,11
10,58040,105.8,13
10,58040,41.6,8.7
10,58040,91.6,17
10,58040,25.6,9.7
10,58040,37.4,13.7
10,58040,109.3,14
10,58040,84.5,13.3
10,58040,33.4,11
10,58040,43.6,8.3
10,58040,92.2,11.3
10,58040,144,14.3
10,58040,31.9,15
10,58040,31.8,11
10,58040,34.4,9
10,58040,76,12.3
10,58040,48.7,9.7
10,58040,172.7,8
10,58040,48.2,9.3
10,58040,27.7,9.7
10,58040,78.4,9
10,58040,27.1,8.1
10,58040,110.4,8.2
10,58040,40.3,10
10,58040,35.3,11.7
10,58040,124.3,10.3
10,58040,39,12.5
10,58040,66.8,10.2
10,58040,27.9,8.3
10,58040,43.4,8.4
10,58040,175.4,8.2
10,58040,58.7,9.8
10,58040,180.6,12.4
11,58122,58.1,11
11,58122,32.3,9
11,58122,38.1,11.7
11,58122,29.1,11
11,58122,28.8,8.7
11,58122,39.4,10
11,58122,44.8,8
11,58122,49.1,8.7
11,58122,28.6999999999999,11.7
11,58122,68.7,9
11,58122,66,18
11,58122,96.7,9.3
11,58122,32.4,10.7
11,58122,68,8.3
11,58122,128.7,8.3
11,58122,75.8,8.7
11,58122,99.9,8
11,58122,30.7,8
11,58122,42.2,8
11,58122,46.1,8.3
11,58122,137.2,8.3
11,58122,63.1,8
11,58122,44.9,10.7
11,58122,48.8,9.3
11,58122,30.8,10.3
11,58122,41.2,11
11,58122,153.1,8.6
11,58122,60.3,8.5
11,58122,120.4,13.5
11,58122,43.5,9.3
11,58122,28.8,13
11,58122,83.2,10
11,58122,98.9,9
11,58122,36.3,9
11,58122,82.1,9
11,58122,45.4,14.3
11,58122,68.7,9
11,58122,29.4,8.3
11,58122,102,15
11,58122,94.9,9.3
11,58122,25.9,10.7
11,58122,66.8,12.7
11,58122,47.7,8.7
11,58122,122.5,11
11,58122,105.8,13
11,58122,41.6,8.7
11,58122,91.6,17
11,58122,25.6,9.7
11,58122,37.4,13.7
11,58122,109.3,14
11,58122,84.5,13.3
11,58122,33.4,11
11,58122,43.6,8.3
11,58122,92.2,11.3
11,58122,144,14.3
11,58122,31.9,15
11,58122,31.8,11
11,58122,34.4,9
11,58122,76,12.3
11,58122,48.7,9.7
11,58122,172.7,8
11,58122,48.2,9.3
11,58122,27.7,9.7
11,58122,78.4,9
11,58122,27.1,8.1
11,58122,110.4,8.2
11,58122,40.3,10
11,58122,35.3,11.7
11,58122,124.3,10.3
11,58122,39,12.5
11,58122,66.8,10.2
11,58122,27.9,8.3
11,58122,43.4,8.4
11,58122,175.4,8.2
11,58122,58.7,9.8
11,58122,180.6,12.4
12,58138,56.7,9
12,58138,47.3,10.3
12,58138,49.3,8
12,58138,50.2,16
12,58138,69.4,13.7
12,58138,33.5,9.8
12,58138,63.2,8
12,58138,55.7,10
12,58138,44.2,12
12,58138,75.6,11.4
12,58138,69.8,9
12,58138,32.2,8.20882054748225
12,58138,63.4,8.24797312430012
12,58138,59.9,10.3
12,58138,34.4,10.6
12,58138,128.4,11.6
12,58138,25.4000000000001,10
12,58138,39.1,8.88266306184522
12,58138,26,9
12,58138,111.6,9
12,58138,55.9,9.4
12,58138,60,8.5
12,58138,59.7,8.8
12,58138,27.2,8
12,58138,32.1,11.7
12,58138,75.4,8.7
12,58138,63.7,13.3
12,58138,44.9,10
12,58138,30.6,13
12,58138,224.5,8
12,58138,72.7,10
12,58138,47.9,12
12,58138,40.7,10
12,58138,72.4,13
12,58138,27.4,8
12,58138,31.3,11.3
12,58138,31.6,10
12,58138,190.7,12
12,58138,44.7,8.7
12,58138,53.9,8
12,58138,49.1,8
12,58138,42.4,9
12,58138,25.5,8
12,58138,92.4,8
12,58138,41.7,10.7
12,58138,111,12.3
12,58138,38.8,13
12,58138,145.8,10.7
12,58138,72.7,10
12,58138,38.7,11
12,58138,33.3,8
12,58138,41.1,9.3
12,58138,56.3,11.7
12,58138,57.1,10
12,58138,42.6,11
12,58138,27.7,12
12,58138,110.9,11.7
12,58138,38.4,13
12,58138,82.6,11.7
12,58138,141.5,11
12,58138,201.4,9.3
12,58138,54.9,10
12,58138,28.7,11.7
12,58138,60.5,8
12,58138,69.5,8.7
12,58138,138.1,8.3
12,58138,128.1,11
12,58138,38.6,10.3
12,58138,63,9.7
12,58138,25,9
12,58138,27,9
12,58138,135.1,9.3
12,58138,47.8,10
12,58138,28.9,8.3
12,58138,40.3,8
12,58138,194.2,9.3
12,58138,49.4,11.3
12,58138,27.1,9
12,58138,42.6,13
12,58138,75.2,10.7
12,58138,46.6,9.7
12,58138,54.4,8
12,58138,48.9,9.3
12,58138,56.7,9.3
12,58138,93.5,9.3
12,58138,53.4,9.8
12,58138,49.6,8
12,58138,52,10.5
12,58138,40.8,9.1
12,58138,52.3,8.2
12,58138,34.6,12.6
12,58138,39.2,10.5
12,58138,124.5,8.6
12,58138,118.3,9.7
12,58138,82.9,8.1
12,58138,54.6,8.9
12,58138,101.1,9.5
13,58141,57.5,9.3
13,58141,45.8,8
13,58141,54,13
13,58141,103,15
13,58141,117.4,8
13,58141,73.1,9
13,58141,65.7,8.7
13,58141,43.3,8.5
13,58141,94.1,8.2
13,58141,126.7,10.1
13,58141,99.5,9.8
13,58141,100.3,9.6
13,58141,35.3,9.4
13,58141,45,9.9
13,58141,34.6,8.5
13,58141,69,10.2
13,58141,60.6,8.4
13,58141,25.3,8.6
13,58141,26,9
13,58141,111.6,9
13,58141,55.9,9.4
13,58141,60,8.5
13,58141,59.7,8.8
13,58141,27.2,8
13,58141,32.1,11.7
13,58141,75.4,8.7
13,58141,63.7,13.3
13,58141,44.9,10
13,58141,30.6,13
13,58141,224.5,8
13,58141,72.7,10
13,58141,47.9,12
13,58141,40.7,10
13,58141,72.4,13
13,58141,27.4,8
13,58141,31.3,11.3
13,58141,31.6,10
13,58141,190.7,12
13,58141,44.7,8.7
13,58141,53.9,8
13,58141,49.1,8
13,58141,42.4,9
13,58141,25.5,8
13,58141,92.4,8
13,58141,41.7,10.7
13,58141,111,12.3
13,58141,38.8,13
13,58141,145.8,10.7
13,58141,72.7,10
13,58141,38.7,11
13,58141,33.3,8
13,58141,41.1,9.3
13,58141,56.3,11.7
13,58141,57.1,10
13,58141,42.6,11
13,58141,27.7,12
13,58141,110.9,11.7
13,58141,38.4,13
13,58141,82.6,11.7
13,58141,141.5,11
13,58141,201.4,9.3
13,58141,54.9,10
13,58141,28.7,11.7
13,58141,60.5,8
13,58141,69.5,8.7
13,58141,138.1,8.3
13,58141,128.1,11
13,58141,38.6,10.3
13,58141,63,9.7
13,58141,25,9
13,58141,27,9
13,58141,135.1,9.3
13,58141,47.8,10
13,58141,28.9,8.3
13,58141,40.3,8
13,58141,194.2,9.3
13,58141,49.4,11.3
13,58141,27.1,9
13,58141,42.6,13
13,58141,75.2,10.7
13,58141,46.6,9.7
13,58141,54.4,8
13,58141,48.9,9.3
13,58141,56.7,9.3
13,58141,93.5,9.3
13,58141,53.4,9.8
13,58141,49.6,8
13,58141,52,10.5
13,58141,40.8,9.1
13,58141,52.3,8.2
13,58141,34.6,12.6
13,58141,39.2,10.5
13,58141,124.5,8.6
13,58141,118.3,9.7
13,58141,82.9,8.1
13,58141,54.6,8.9
13,58141,101.1,9.5
14,58144,32.4,10.3424177831912
14,58144,29.2,11.9020114942529
14,58144,25,8.66781609195402
14,58144,84.2,8.61494252873564
14,58144,28.6,9.03132183908046
14,58144,45.2,14.1
14,58144,50.8,12
14,58144,68.1,14
14,58144,56,11.2635057471265
14,58144,36,10.1
14,58144,27,9.03103448275862
14,58144,30.2,9.1
14,58144,54.8,10
14,58144,32.9999999999998,14
14,58144,30.3,11.6
14,58144,207.9,11.5
14,58144,41,8.47988505747126
14,58144,65,9.1
14,58144,99.1,8.3
14,58144,56,9.7
14,58144,142.6,8.3
14,58144,85.4,9.7
14,58144,148.5,8.3
14,58144,37.7,10
14,58144,72.4,9.7
14,58144,43.2,8.7
14,58144,69.9,8.7
14,58144,130.5,8
14,58144,30,13
14,58144,170.9,8.7
14,58144,31.1,8
14,58144,48.1,9
14,58144,39.9,8
14,58144,34.2,10
14,58144,109.1,9
14,58144,48.6,10
14,58144,102.6,9
14,58144,44.1,8
14,58144,55.6,10
14,58144,26.5,8
14,58144,59.3,9
14,58144,56.8,12
14,58144,95.6,8.3
14,58144,43.9,8
14,58144,31.8,8.3
14,58144,47.5,9
14,58144,25.1,8
14,58144,57.5,9.3
14,58144,45.8,8
14,58144,54,13
14,58144,103,15
14,58144,41.1,9.3
14,58144,56.3,11.7
14,58144,57.1,10
14,58144,42.6,11
14,58144,27.7,12
14,58144,110.9,11.7
14,58144,38.4,13
14,58144,82.6,11.7
14,58144,141.5,11
14,58144,201.4,9.3
14,58144,54.9,10
14,58144,28.7,11.7
14,58144,60.5,8
14,58144,69.5,8.7
14,58144,138.1,8.3
14,58144,128.1,11
14,58144,38.6,10.3
14,58144,63,9.7
14,58144,25,9
14,58144,27,9
14,58144,135.1,9.3
14,58144,47.8,10
14,58144,28.9,8.3
14,58144,40.3,8
14,58144,194.2,9.3
14,58144,49.4,11.3
14,58144,27.1,9
14,58144,42.6,13
14,58144,75.2,10.7
14,58144,46.6,9.7
14,58144,54.4,8
14,58144,48.9,9.3
14,58144,56.7,9.3
14,58144,93.5,9.3
14,58144,53.4,9.8
14,58144,49.6,8
14,58144,52,10.5
14,58144,40.8,9.1
14,58144,52.3,8.2
14,58144,34.6,12.6
14,58144,39.2,10.5
14,58144,124.5,8.6
14,58144,118.3,9.7
14,58144,82.9,8.1
14,58144,54.6,8.9
14,58144,101.1,9.5
15,58150,35.8,11.8
15,58150,47,11.3
15,58150,42.5,10.3
15,58150,62.6,13.2
15,58150,113.8,9.8
15,58150,37.6,11
15,58150,50.2,10.5
15,58150,90.8,8
15,58150,52.4,9.7
15,58150,26.2,12
15,58150,34.2,11.3
15,58150,56.9,8.9
15,58150,28.5,11.7
15,58150,50.9,12
15,58150,50.9,9.3
15,58150,51.9,13
15,58150,54.7,17
15,58150,36.8,13.3
15,58150,35.4,17
15,58150,29.8,9.3
15,58150,89.5,14
15,58150,25.3,9
15,58150,52.2,8.3
15,58150,27,9.7
15,58150,65.6,12
15,58150,55.7,9.7
15,58150,56.2,15.3
15,58150,84.9,8.7
15,58150,75.6,12.7
15,58150,48.6,10
15,58150,114,9.3
15,58150,52.6,11
15,58150,27,8
15,58150,31.5,11.7
15,58150,40.6,10
15,58150,28.8,9
15,58150,43.9,10.7
15,58150,142.7,9.7
15,58150,27,8
15,58150,30.6,8.7
15,58150,67.8,14.3
15,58150,76.4,8
15,58150,62.3,8
15,58150,34.2,8.7
15,58150,77.3,10
15,58150,93.6,9.7
15,58150,167.1,11
15,58150,52.1,12
15,58150,40.4,10
15,58150,42.9,9.3
15,58150,53,14
15,58150,57.7,10.3
15,58150,85.4,9
15,58150,98.6,9.7
15,58150,32.6,8.3
15,58150,42.9,9
15,58150,63.1,9.3
15,58150,64.5,9.3
15,58150,29.1,12
15,58150,42,8.7
15,58150,27.1,10.3
15,58150,93.3,10.3
15,58150,39.2,8
15,58150,46.6,12.3
15,58150,179.6,18
15,58150,31.3,9
15,58150,43.7,10.3
15,58150,44,11.7
15,58150,63.7,9.3
15,58150,46.7,8
15,58150,94.4,10.7
15,58150,51.6,9.7
15,58150,26.4,9
15,58150,29.2,11.7
15,58150,28,8.3
15,58150,37.6,9
15,58150,39.4,16
15,58150,38.8,12
15,58150,65.7,9.3
15,58150,69.2,9.3
15,58150,30.2,11
15,58150,84.4,9
15,58150,41.9,9
15,58150,79.9,11.3
15,58150,36.7,8.3
15,58150,26.4,8.3
15,58150,30.2,8
15,58150,76.4,17.7
15,58150,28.9,12.7
15,58150,30.8,10.3
15,58150,111.6,9
15,58150,44.3,11
15,58150,58.8,11
15,58150,31,8.7
15,58150,110.8,8.7
15,58150,109.1,10.3
15,58150,29.4,8.7
15,58150,26.5,12.3
15,58150,95.3,9.2
15,58150,84.2,9.9
15,58150,27.1,8.8
15,58150,51.5,10.5
15,58150,41,9.4
15,58150,32.4,10.4
15,58150,52.8,8.1
15,58150,61.2,11.2
15,58150,121.2,8.8
15,58150,33.7,9.4
15,58150,45.2,8.8
15,58150,109.9,13.7
15,58150,28,13.6
15,58150,27,13.9
15,58150,49.3,9
15,58150,41.1,9.8
15,58150,29.6,11.7
15,58150,33.8,9.5
16,58221,46.5,8.5
16,58221,66.3,10.2
16,58221,95.4,8.9
16,58221,40.8,14.8
16,58221,47.1,9.2
16,58221,53.5,9.2
16,58221,37.8,11.8
16,58221,37.8,12
16,58221,45.1,8.5
16,58221,34,10
16,58221,65.5,9.3
16,58221,25.7,8.6
16,58221,76.8,11.4
16,58221,67,9.6
16,58221,154,9.5
16,58221,38,8.5
16,58221,33.6,10.3
16,58221,27,9
16,58221,55.1,8.3
16,58221,29.7,9.7
16,58221,53.3,11.3
16,58221,39.4,8.7
16,58221,73.3,8.7
16,58221,41.1,9
16,58221,93,13
16,58221,76.1,11.3
16,58221,162.6,9.7
16,58221,68.5,8
16,58221,67.6,9.3
16,58221,41.2,8
16,58221,28.8,8.6
16,58221,44.1,9.1
16,58221,74.2,8.4
16,58221,89,9.7
16,58221,36.1,10.8
16,58221,76.6,8.5
16,58221,32.6,8
16,58221,32.1,8
16,58221,55.6,10
16,58221,45.6,8.5
16,58221,37.1,8.8
16,58221,73.1,8.1
16,58221,130.3,10.2
16,58221,128.4,9.7
16,58221,37.7,8.8
16,58221,25.8,8.2
16,58221,78.9,8.1
16,58221,40.4,8
16,58221,38,15.5
16,58221,51.9,10.3
16,58221,49.9,8.1
16,58221,54.9,10.2
16,58221,80.4,10.9
16,58221,44.5,10
16,58221,66.2,8.7
16,58221,119.3,8.5
16,58221,28.6,9.4
16,58221,64.5,9.3
16,58221,29.1,12
16,58221,42,8.7
16,58221,27.1,10.3
16,58221,93.3,10.3
16,58221,39.2,8
16,58221,46.6,12.3
16,58221,179.6,18
16,58221,31.3,9
16,58221,43.7,10.3
16,58221,44,11.7
16,58221,63.7,9.3
16,58221,46.7,8
16,58221,94.4,10.7
16,58221,51.6,9.7
16,58221,26.4,9
16,58221,29.2,11.7
16,58221,28,8.3
16,58221,37.6,9
16,58221,39.4,16
16,58221,38.8,12
16,58221,65.7,9.3
16,58221,69.2,9.3
16,58221,30.2,11
16,58221,84.4,9
16,58221,41.9,9
16,58221,79.9,11.3
16,58221,36.7,8.3
16,58221,26.4,8.3
16,58221,30.2,8
16,58221,76.4,17.7
16,58221,28.9,12.7
16,58221,30.8,10.3
16,58221,111.6,9
16,58221,44.3,11
16,58221,58.8,11
16,58221,31,8.7
16,58221,110.8,8.7
16,58221,109.1,10.3
16,58221,29.4,8.7
16,58221,26.5,12.3
16,58221,95.3,9.2
16,58221,84.2,9.9
16,58221,27.1,8.8
16,58221,51.5,10.5
16,58221,41,9.4
16,58221,32.4,10.4
16,58221,52.8,8.1
16,58221,61.2,11.2
16,58221,121.2,8.8
16,58221,33.7,9.4
16,58221,45.2,8.8
16,58221,109.9,13.7
16,58221,28,13.6
16,58221,27,13.9
16,58221,49.3,9
16,58221,41.1,9.8
16,58221,29.6,11.7
16,58221,33.8,9.5
17,58236,75.4,8.15307086614172
17,58236,54.9,9.88233070866139
17,58236,61,8.71354330708662
17,58236,33.1,8.27288188976377
17,58236,160.3,9.69518110236219
17,58236,55.3,14
17,58236,42.8,8.3
17,58236,42.9,12.7
17,58236,34.2,11.3
17,58236,74.9,11
17,58236,30.6,9
17,58236,68.3,11.3
17,58236,26.9,8.3
17,58236,73.9,8.7
17,58236,73.6,9
17,58236,36.1,8.7
17,58236,64.8,8
17,58236,28.4,10.3
17,58236,54,9
17,58236,40.8,13
17,58236,32.8,9.3
17,58236,55.8,11.7
17,58236,30.6,8
