NoC,Code,Rain,Wind
29,58367,55.8,8.3
29,58367,50,8.6
29,58367,29.5,11.3
29,58367,27,8.1
29,58367,26.9,10
29,58367,70.8,9.7
29,58367,36.2,10.8
29,58367,27,9.2
29,58367,45.9,8.7
30,58436,39.8,10.928519602658
30,58436,25.5,10.8762364604883
30,58436,48.9,8.0854113466552
30,58436,37.9999999999999,8.44747066221132
30,58436,45.5,8.4431806101839
30,58436,63.1,8.39661953864143
30,58436,38.8,8.00485808440522
30,58436,53.3,12.3695545870097
30,58436,36.4,18.7
30,58436,52.6,10.7
30,58436,40.5,8
30,58436,45,12.3
30,58436,37,8
30,58436,65.2,10.3
30,58436,59,12
30,58436,30.1,9
30,58436,29,9.3
30,58436,25.4,11
30,58436,43.5,8
30,58436,26.2,13
30,58436,44.7,11.7
30,58436,60.3,11.3
30,58436,75.5,8.3
30,58436,39.2,9
30,58436,62.1,10
30,58436,26.5999999999998,9.3
30,58436,26.5,9.7
30,58436,26,8
30,58436,39.2,9
30,58436,38,17.3
30,58436,30.5,13.3
30,58436,33.8,11.7
30,58436,46.4,9.3
30,58436,46.2,9.3
30,58436,28.7,14.7
30,58436,41.7,11.3
30,58436,56.2,9
30,58436,51,13.3
30,58436,194,9
30,58436,93.4,13
30,58436,62.9,12
30,58436,26.6,8
30,58436,27.3,8.7
30,58436,43.6,9.7
30,58436,84.5,9.3
30,58436,43.7,8.7
30,58436,27.5,10
30,58436,43.2,9.7
30,58436,54.9,8
30,58436,29.8,8
30,58436,63.4,9
30,58436,95.6,8
30,58436,50.3,10.3
30,58436,60.1,12.7
30,58436,127.3,10
30,58436,55.4,10.7
30,58436,47.2,9.3
30,58436,47.6,8.3
30,58436,45,10
30,58436,43.6,9
30,58436,45.6,9
30,58436,64.1,8
30,58436,62.2,11.3
30,58436,30.3,10
30,58436,30.6,9
30,58436,29.1,10
30,58436,40.8,11.3
30,58436,74.2,8
30,58436,30.1,8.7
30,58436,77.2,9
30,58436,89.7,15
30,58436,42.8,9
30,58436,27.3,8.3
30,58436,165.1,8.7
30,58436,33.7,8.3
30,58436,48.3,10.7
30,58436,67.5,11
30,58436,26.8,8.3
30,58436,78,13.3
30,58436,40.1,8
30,58436,29.2,9.3
30,58436,69.7,8
30,58436,49.6,9
30,58436,87.6,8
30,58436,27.9,11.3
30,58436,30.9,8.7
30,58436,81,13.3
30,58436,47.7,13.6
30,58436,46.5,8.4
30,58436,61.5,15
30,58436,31.1,8.5
30,58436,40.3,8
30,58436,43.4,11.3
30,58436,70.3,8.4
30,58436,32.5,19.1
30,58436,72.2,9
30,58436,34.1,10.1
30,58436,38.3,8.2
30,58436,62.4,12.5
30,58436,38.8,9
30,58436,70,8.6
30,58436,66.4,9.9
30,58436,42.9,9.7
30,58436,33.9,15.5
30,58436,28,8.8
30,58436,37.4,8.2
30,58436,46.5,11.3
30,58436,96,11.1
30,58436,34.8,9.1
30,58436,130.6,8.7
30,58436,55.8,8.3
30,58436,50,8.6
30,58436,29.5,11.3
30,58436,27,8.1
30,58436,26.9,10
30,58436,70.8,9.7
30,58436,36.2,10.8
30,58436,27,9.2
30,58436,45.9,8.7
31,58445,25,11.406247779852
31,58445,27.1,12.2632534260143
31,58445,48.4,8.20564318759041
31,58445,71.2,9.25133452674089
31,58445,41.2,10.796955346564
31,58445,39.4,11.777365561671
31,58445,25.7000000000001,8.06651283003052
31,58445,34.3,9.76201918840679
31,58445,45.8,8.37004748301908
31,58445,25.5,10.844992754739
31,58445,42,8.04001316457136
31,58445,35.4,8.69608443982261
31,58445,73.2,8.65913646320017
31,58445,43.9,8.59913468304849
31,58445,46.2,9.26946983546615
31,58445,92.9,11.9227787934187
31,58445,25.6,10.1214990859232
31,58445,26.8,10.6441681901279
31,58445,25.6,9.54405850091409
31,58445,25.2,9.92669104204754
31,58445,39.7,9.45733089579524
31,58445,43.7,11.1812431444241
31,58445,32,10.0307129798903
31,58445,30.5,10.8044972577697
31,58445,61.2,10.1330530164534
31,58445,30.3,8.36976234003656
31,58445,103.4,9.90164533820841
31,58445,51.6,10.065886654479
31,58445,63.9,8.82321755027423
31,58445,55.4,8.0257769652651
31,58445,94,11.867970749543
31,58445,63.7,10.4499085923218
31,58445,25.4,12.3
31,58445,30,19
31,58445,82.3,16
31,58445,48.8,19.3
31,58445,28.1,22
31,58445,43.3,17
31,58445,36.8,18.7
31,58445,26.9,15
31,58445,25.6,17
31,58445,27.8,22
31,58445,33,18
31,58445,61.4,18.3
31,58445,48.3,18
31,58445,45.6,16
31,58445,64.9,17.7
31,58445,75.2,30
31,58445,25.8,15
31,58445,57.9,24
31,58445,27.9,18
31,58445,36.2,13.3
31,58445,39.8,18.7
31,58445,27.2,15
31,58445,40.8,19
31,58445,77.8,20
31,58445,47.6,20
31,58445,34.3,14
31,58445,34.1,14
31,58445,33.4,20.7
31,58445,35.2,21.3
31,58445,60.3,19
31,58445,85.8,23
31,58445,121.3,15.7
31,58445,56.1,14
31,58445,54.5,13
31,58445,34.7,12.3
31,58445,43.7,16
31,58445,40,13
31,58445,40.5,12
31,58445,54.5,17
31,58445,134,12.3
31,58445,56.6,19.7
31,58445,86.9,12.3
31,58445,47.2,16
31,58445,91.8,20
31,58445,25.3,10
31,58445,38.8,18.3
31,58445,45.2,12.7
31,58445,35.5,12
31,58445,57.7,11
31,58445,85,22
31,58445,39.2,18
31,58445,25.9,11
31,58445,43.9,18.7
31,58445,38.2,27
31,58445,41.6,13.7
31,58445,53.7,17.7
31,58445,40.1,18
31,58445,95.2,12
31,58445,114.1,22.7
31,58445,43.8,15
31,58445,44.1,15.7
31,58445,28.1,11
31,58445,45.9,22
31,58445,49.8,15
31,58445,37,10.7
31,58445,41.1,15
31,58445,26,21
31,58445,57.7,14.3
31,58445,44.8,20
31,58445,27,9.3
31,58445,30,16
31,58445,26.5,13
31,58445,36.5,16.3
31,58445,39.9,19.7
31,58445,41.9,16.7
31,58445,35.5,14.7
31,58445,29.4,11
31,58445,37.2,13.3
31,58445,31.9,17
31,58445,39.4,11
31,58445,90.2,16
31,58445,63.3,20
31,58445,28.9,20
31,58445,27.7,15.3
31,58445,25.5,8.7
31,58445,32.9,14
31,58445,29.3,19
31,58445,79.9,17.7
31,58445,49.3,17
31,58445,53.8,14.3
31,58445,32.8,15.7
31,58445,54.8,15
31,58445,53.9,21.3
31,58445,54.4,15.3
31,58445,29,17
31,58445,42.7,18
31,58445,104.7,31
31,58445,47.9,17
31,58445,81.9,24
31,58445,28.1,20
31,58445,32.9,14
31,58445,39,16.7
31,58445,59.8,23
31,58445,86.5,15
31,58445,93.3,21
31,58445,44.9,21.7
31,58445,39.5,11
31,58445,51.8,11
31,58445,30.1,24
31,58445,27.9,20
31,58445,35.7,13
31,58445,45.7,13.7
31,58445,26.5,16
31,58445,30.7,12.7
31,58445,29.9,9
31,58445,62.6,23
31,58445,49.8,28
31,58445,53.6,33.7
31,58445,48.3,17
31,58445,35.4,12.3
31,58445,85.4,13
31,58445,26.4,20
31,58445,87.3,11
31,58445,52.6,10
31,58445,29.2,14
31,58445,108,19.3
31,58445,25,16.3
31,58445,41.4,14
31,58445,25.2,17.3
31,58445,34,16.7
31,58445,35.5,11.3
31,58445,35.2,17.3
31,58445,32.1,19
31,58445,54.3,20
31,58445,42.5,12
31,58445,85.5,18.7
31,58445,86.1,11
31,58445,68.6,18
31,58445,37.4,24
31,58445,39.5,14
31,58445,92.2,17
31,58445,106.8,9.3
31,58445,227.5,16.3
31,58445,33.4,13.3
31,58445,31.1,11.3
31,58445,32.6,8.7
31,58445,54.7,10.7
31,58445,81.2,12.7
31,58445,47.2,14.3
31,58445,164.4,31.7
31,58445,27,17
31,58445,28,20
32,58457,30,12
32,58457,28.4,15.3
32,58457,32.6,13
32,58457,85.5,9.3
32,58457,52.9,8
32,58457,40.9,12
32,58457,44.8,8
32,58457,37.7,8.7
32,58457,105.9,8
32,58457,29,8.7
32,58457,41,10.3
32,58457,50,8
32,58457,28.8,10.7
32,58457,56.5,11
32,58457,43.5,9.3
32,58457,68.7,9.3
32,58457,33.3,13
32,58457,81.7,15.3
32,58457,42.9,9.3
32,58457,33,8.7
32,58457,36.4,8
32,58457,28.6,8
32,58457,29.7,10.3
32,58457,31.7,8
32,58457,37.8,11
32,58457,41,11
32,58457,36.5,11
32,58457,59.5,12.3
32,58457,67.8,10.7
32,58457,26.4,9.7
32,58457,30.2,11
32,58457,33.9,10
32,58457,35.3,10.3
32,58457,29,10.3
32,58457,39.4,12.7
32,58457,30.5,9
32,58457,57.7,13
32,58457,25.7,9
32,58457,37.6,8
32,58457,42.7,8
32,58457,34.6,9.3
32,58457,33.1,10
32,58457,34.6,8
32,58457,42.8,8.3
32,58457,38.4,10.3
32,58457,58.5,11
32,58457,34.4,9
32,58457,41.1,8.3
32,58457,42,12.3
32,58457,34.4,17
32,58457,32.2,12
32,58457,67.1,8.3
32,58457,53.8,9.3
32,58457,38.5,9.3
32,58457,79.4,10
32,58457,32.5,8
32,58457,26.6,8
32,58457,58.6,10.7
32,58457,40.9,9
32,58457,43.4,10
32,58457,90.3,9
32,58457,57.2,9
32,58457,58.1,9.7
32,58457,38.5,11
32,58457,55.7,8.7
32,58457,48.2,8.3
32,58457,34.4,11
32,58457,45.2,9.3
32,58457,88.5,12.7
32,58457,81.7,8
32,58457,26.7,11.7
32,58457,37.9,10.7
32,58457,27.6,9
32,58457,98.7,13
32,58457,81,8.7
32,58457,127.2,16
32,58457,59.8,9
32,58457,35.7,10
32,58457,25.5,9.3
32,58457,41.5,8.7
32,58457,33,9.7
32,58457,27.2,9.7
32,58457,58.4,10
32,58457,40,8.7
32,58457,45.3,9.7
32,58457,25.7,9
32,58457,41,13.3
32,58457,57,10
32,58457,65.3,13
32,58457,62.3,16.3
32,58457,30,9
32,58457,29.1,8
32,58457,26.7,9.3
32,58457,59,9
32,58457,35.9,9
32,58457,26.2,11.7
32,58457,41,9
32,58457,29.1,8
32,58457,26.2,9.2
32,58457,26.1,10.9
32,58457,33.5,11
32,58457,71.9,9
32,58457,58,10.8
32,58457,34.1,12.5
32,58457,50.3,10.6
32,58457,191.3,9.1
32,58457,62.7,8.8
32,58457,58.7,8.3
32,58457,47.7,8.3
32,58457,34.2,9.9
32,58457,31.9,17
32,58457,39.4,11
32,58457,90.2,16
32,58457,63.3,20
32,58457,28.9,20
32,58457,27.7,15.3
32,58457,25.5,8.7
32,58457,32.9,14
32,58457,29.3,19
32,58457,79.9,17.7
32,58457,49.3,17
32,58457,53.8,14.3
32,58457,32.8,15.7
32,58457,54.8,15
32,58457,53.9,21.3
32,58457,54.4,15.3
32,58457,29,17
32,58457,42.7,18
32,58457,104.7,31
32,58457,47.9,17
32,58457,81.9,24
32,58457,28.1,20
32,58457,32.9,14
32,58457,39,16.7
32,58457,59.8,23
32,58457,86.5,15
32,58457,93.3,21
32,58457,44.9,21.7
32,58457,39.5,11
32,58457,51.8,11
32,58457,30.1,24
32,58457,27.9,20
32,58457,35.7,13
32,58457,45.7,13.7
32,58457,26.5,16
32,58457,30.7,12.7
32,58457,29.9,9
32,58457,62.6,23
32,58457,49.8,28
32,58457,53.6,33.7
32,58457,48.3,17
32,58457,35.4,12.3
32,58457,85.4,13
32,58457,26.4,20
32,58457,87.3,11
32,58457,52.6,10
32,58457,29.2,14
32,58457,108,19.3
32,58457,25,16.3
32,58457,41.4,14
32,58457,25.2,17.3
32,58457,34,16.7
32,58457,35.5,11.3
32,58457,35.2,17.3
32,58457,32.1,19
32,58457,54.3,20
32,58457,42.5,12
32,58457,85.5,18.7
32,58457,86.1,11
32,58457,68.6,18
32,58457,37.4,24
32,58457,39.5,14
32,58457,92.2,17
32,58457,106.8,9.3
32,58457,227.5,16.3
32,58457,33.4,13.3
32,58457,31.1,11.3
32,58457,32.6,8.7
32,58457,54.7,10.7
32,58457,81.2,12.7
32,58457,47.2,14.3
32,58457,164.4,31.7
32,58457,27,17
32,58457,28,20
33,58464,51.9,8.7
33,58464,54.5,8.3
33,58464,50.3,10
33,58464,38.9,9
33,58464,27.2,8
33,58464,72.1,8
33,58464,28.4,10.3
33,58464,54.7,10.7
33,58464,37.1,9
33,58464,30.8,8
33,58464,59.7,13
33,58464,63.3,8.7
33,58464,48.2,10
33,58464,29,17
33,58464,30.2,11
33,58464,39.9,9
33,58464,39.7,10.3
33,58464,29,9
33,58464,132.1,8
33,58464,36.2,10.7
33,58464,51,8.7
33,58464,36.9,10.7
33,58464,276.4,10.7
33,58464,42.9,18.3
33,58464,40.1,8.3
33,58464,32.9,12.7
33,58464,27,8.7
33,58464,46.2,8.3
33,58464,57.7,11.3
33,58464,26.3,13
33,58464,27.7,8
33,58464,33.3,12.3
33,58464,40,11
33,58464,33.6,9
33,58464,33.5,11.3
33,58464,35.8,9.3
33,58464,42.4,8.7
33,58464,27.9,10
33,58464,31.3,8
33,58464,54.8,9
33,58464,70.4,12
33,58464,48.9,19
33,58464,33.3,15.7
33,58464,29.4,9.7
33,58464,49.9,10.7
33,58464,94.9,11
33,58464,91.5,18
33,58464,79.7,10.7
33,58464,38.1,10
33,58464,25,8.7
33,58464,26.2,9.7
33,58464,113.8,15
33,58464,28.2,8.7
33,58464,28.3,10
33,58464,85.4,15.7
33,58464,63.8,10.7
33,58464,30.2,12
33,58464,42.4,10.3
33,58464,37.8,8.7
33,58464,30.2,8.3
33,58464,53.5,8.3
33,58464,38.2,8.7
33,58464,27.4,8.7
33,58464,29,12.3
33,58464,63.2,11
33,58464,33.1,9
33,58464,37.3,10.3
33,58464,41.3,8
33,58464,42,8.7
33,58464,25.4,11.3
33,58464,26.1,9.3
33,58464,73.1,11.3
33,58464,27.4,12
33,58464,50.5,8
33,58464,116.6,8.7
33,58464,48.4,10.3
33,58464,48,10.3
33,58464,105.6,16
33,58464,30.9,9.7
33,58464,47.4,13.3
33,58464,34,11.7
33,58464,40,9.7
33,58464,27.8,9.3
33,58464,38.1,8
33,58464,86.3,11.3
33,58464,29.1,9.3
33,58464,33.1,11.3
33,58464,58.9,10.5
33,58464,50.2,12.8
33,58464,88.4,13.5
33,58464,39.7,9.2
33,58464,109.6,8.7
33,58464,55.6,8.1
33,58464,84.5,8.3
33,58464,51,9.5
33,58464,60.1,11.3
33,58464,50.2,8
33,58464,33.3,12.3
33,58464,29.6,14
33,58464,68.9,13.3
33,58464,32.2,12.3
33,58464,85,14.3
33,58464,53.7,9.3
33,58464,26,11
33,58464,70.7,8
33,58464,27.7,9.3
33,58464,95.8,8
33,58464,81,8
33,58464,93.4,10
33,58464,56.5,18
33,58464,37.7,8.3
33,58464,31.8,8.7
33,58464,66.2,8.3
33,58464,54.7,8
33,58464,62.6,8.3
33,58464,28.6,8.7
33,58464,94.7,9.7
33,58464,98.2,9
33,58464,51.1,13
33,58464,30.4,8.7
33,58464,38.4,14.3
33,58464,29.3,8.2
33,58464,52.2,8.1
33,58464,31.8,9.4
33,58464,48.4,8.9
33,58464,53.5,10.7
33,58464,31.4,10
33,58464,27.6,8.5
33,58464,40,9.3
33,58464,102.6,19.2
33,58464,110.7,19.6
33,58464,27.7,8.3
33,58464,108.4,10.1
33,58464,91.6,10.7
33,58464,53,12.5
33,58464,106.7,8.9
33,58464,57.9,9.3
33,58464,44.9,21.7
33,58464,39.5,11
33,58464,51.8,11
33,58464,30.1,24
33,58464,27.9,20
33,58464,35.7,13
33,58464,45.7,13.7
33,58464,26.5,16
33,58464,30.7,12.7
33,58464,29.9,9
33,58464,62.6,23
33,58464,49.8,28
33,58464,53.6,33.7
33,58464,48.3,17
33,58464,35.4,12.3
33,58464,85.4,13
33,58464,26.4,20
33,58464,87.3,11
33,58464,52.6,10
33,58464,29.2,14
33,58464,108,19.3
33,58464,25,16.3
33,58464,41.4,14
33,58464,25.2,17.3
33,58464,34,16.7
33,58464,35.5,11.3
33,58464,35.2,17.3
33,58464,32.1,19
33,58464,54.3,20
33,58464,42.5,12
33,58464,85.5,18.7
33,58464,86.1,11
33,58464,68.6,18
33,58464,37.4,24
33,58464,39.5,14
33,58464,92.2,17
33,58464,106.8,9.3
33,58464,227.5,16.3
33,58464,33.4,13.3
33,58464,31.1,11.3
33,58464,32.6,8.7
33,58464,54.7,10.7
33,58464,81.2,12.7
33,58464,47.2,14.3
33,58464,164.4,31.7
33,58464,27,17
33,58464,28,20
34,58467,32,9.5
34,58467,80.7,9.7
34,58467,72,11.0272437937619
34,58467,26.5,8
34,58467,33.1,13
34,58467,44.6,8
34,58467,45.5,9.5
34,58467,37.7,9.8
34,58467,39.2,9.7
34,58467,58,8
34,58467,94,8.5
34,58467,27.1,15
34,58467,103,10.7
34,58467,40.2,12.2
34,58467,45.8,9.2
34,58467,50,8.7
34,58467,39.1,8
34,58467,50.3,11.3
34,58467,26.9,9.5
34,58467,36,8.7
34,58467,43.8,9
34,58467,38.7,8.7
34,58467,30.7,9
34,58467,99.3,11.3
34,58467,43.3,9
34,58467,26.4,10.3
34,58467,49.4,12
34,58467,41.5,19
34,58467,45.1,8
34,58467,25.6,8
34,58467,32.6,9.7
34,58467,33.6,14.3
34,58467,56.9,15.3
34,58467,31,8
34,58467,25.4,9
34,58467,51.1,9.3
34,58467,33.8,8
34,58467,36.7,8.7
34,58467,70.7,8.7
34,58467,31.8,10.3
34,58467,54.9,10.3
34,58467,49.9,11
34,58467,43.1,10.7
34,58467,29.8,10.3
34,58467,25.7,9
34,58467,40.5,8
34,58467,65.8,13
34,58467,100.1,9
34,58467,35,8.7
34,58467,28.9,8.3
34,58467,91.3,9
34,58467,40,9.7
34,58467,55.9,10
34,58467,30.1,9.3
34,58467,60.7,11
34,58467,28.3,10.7
34,58467,54.9,9.3
34,58467,29.5,8
34,58467,36.1,11
34,58467,38.4,10.3
34,58467,92.5,12
34,58467,41.5,8.7
34,58467,29.4,9.7
34,58467,75.9,8
34,58467,39.2,10.7
34,58467,31.7,13
34,58467,70.4,8.7
34,58467,42.4,10
34,58467,26.3,11.6
34,58467,34.1,8.5
34,58467,38,13.2
34,58467,98.4,9.4
34,58467,81.6,15.6
34,58467,27.3,8.2
34,58467,98.1,11.2
34,58467,39.4,8.9
34,58467,101.1,10.8
34,58467,46,10.4
34,58467,48,8.8
34,58467,43.8,9.5
34,58467,60,8.6
34,58467,37.6,8.6
34,58467,102,8.8
34,58467,96.1,10
34,58467,62.5,22.6
34,58467,40.3,9.9
34,58467,42.2,8.2
34,58467,51.8,9.8
34,58467,35.7,15.5
34,58467,37.1,9.8
34,58467,29.5,8.5
34,58467,33.4,8.9
34,58467,81.4,8.4
34,58467,35.1,8.6
34,58467,48.7,10.1
34,58467,25.9,9.7
34,58467,69.2,11
34,58467,32.7,9.2
34,58467,50.3,10.4
34,58467,33.2,8.4
34,58467,34.1,9.1
34,58467,52,12.4
34,58467,67.3,13.6
34,58467,35.5,8.4
34,58467,45.4,8.1
34,58467,30.6,9.2
34,58467,117.9,8.7
34,58467,46.3,8.3
34,58467,34.8,8.8
34,58467,39.6,8.7
34,58467,37.7,8.3
34,58467,31.8,8.7
34,58467,66.2,8.3
34,58467,54.7,8
34,58467,62.6,8.3
34,58467,28.6,8.7
34,58467,94.7,9.7
34,58467,98.2,9
34,58467,51.1,13
34,58467,30.4,8.7
34,58467,38.4,14.3
34,58467,29.3,8.2
34,58467,52.2,8.1
34,58467,31.8,9.4
34,58467,48.4,8.9
34,58467,53.5,10.7
34,58467,31.4,10
34,58467,27.6,8.5
34,58467,40,9.3
34,58467,102.6,19.2
34,58467,110.7,19.6
34,58467,27.7,8.3
34,58467,108.4,10.1
34,58467,91.6,10.7
34,58467,53,12.5
34,58467,106.7,8.9
34,58467,57.9,9.3
34,58467,44.9,21.7
34,58467,39.5,11
34,58467,51.8,11
34,58467,30.1,24
34,58467,27.9,20
34,58467,35.7,13
34,58467,45.7,13.7
34,58467,26.5,16
34,58467,30.7,12.7
34,58467,29.9,9
34,58467,62.6,23
34,58467,49.8,28
34,58467,53.6,33.7
34,58467,48.3,17
34,58467,35.4,12.3
34,58467,85.4,13
34,58467,26.4,20
34,58467,87.3,11
34,58467,52.6,10
34,58467,29.2,14
34,58467,108,19.3
34,58467,25,16.3
34,58467,41.4,14
34,58467,25.2,17.3
34,58467,34,16.7
34,58467,35.5,11.3
34,58467,35.2,17.3
34,58467,32.1,19
34,58467,54.3,20
34,58467,42.5,12
34,58467,85.5,18.7
34,58467,86.1,11
34,58467,68.6,18
34,58467,37.4,24
34,58467,39.5,14
34,58467,92.2,17
34,58467,106.8,9.3
34,58467,227.5,16.3
34,58467,33.4,13.3
34,58467,31.1,11.3
34,58467,32.6,8.7
34,58467,54.7,10.7
34,58467,81.2,12.7
34,58467,47.2,14.3
34,58467,164.4,31.7
34,58467,27,17
34,58467,28,20
35,58472,62.6,26.9
35,58472,42.2,18
35,58472,49.2,22.4
35,58472,54.8,18
35,58472,53.5,16.5
35,58472,51.2,16
35,58472,30,18.5
35,58472,32.7,18
35,58472,69.7,25
35,58472,35.8,21
35,58472,31.5,13
35,58472,28.6,17
35,58472,40.6,15.7
35,58472,25.1,21
35,58472,34.8,21
35,58472,31.9,11
35,58472,145.3,13
35,58472,50,11.3
35,58472,27.9,13.7
35,58472,29.5,15
35,58472,26.5,12.7
35,58472,30.1,19.7
35,58472,80.5,24.3
35,58472,111.4,32
35,58472,25.7,15
35,58472,44,19
35,58472,44.4,29
35,58472,34.5,10.7
35,58472,40.7,9
35,58472,65.5,14
35,58472,70.2,12
35,58472,34.8,16.3
35,58472,53,20
35,58472,25.6,24.7
35,58472,37.1,14
35,58472,42.7,19
35,58472,34.1,14
35,58472,59.9,21
35,58472,33.6,21
35,58472,64,13
35,58472,35.7,13
35,58472,78.2,18
35,58472,51.1,18.7
35,58472,26.3,13
35,58472,51.4,19.3
35,58472,30.5,17.3
35,58472,28.9,15
35,58472,29.3,18
35,58472,66.6,29
35,58472,28,15
35,58472,52.8,18
35,58472,63.5,17.3
35,58472,70.8,19
35,58472,49.4,23.7
35,58472,26.6,22.3
35,58472,67.7,12.7
35,58472,55.2,12.7
35,58472,32.5,11.7
35,58472,97.6,21
35,58472,40.9,11
35,58472,57.8,9.3
35,58472,40,15
35,58472,32.3,19.7
35,58472,60.3,21.3
35,58472,41.7,14
35,58472,34.5,12
35,58472,26.7,15.3
35,58472,64.3,23.3
35,58472,46.8,14
35,58472,81.8,10.7
35,58472,31.9,18.3
35,58472,30.7,16
35,58472,52.4,11
35,58472,62.7,24
35,58472,38.2,15.7
35,58472,40.2,12.3
35,58472,78.9,9.7
35,58472,43.6,15
35,58472,42.4,15.1
35,58472,51.2,19.5
35,58472,51,11.5
35,58472,48.4,20.4
35,58472,33.1,13.2
35,58472,30.9,12.7
35,58472,30,16
35,58472,93.4,18.4
35,58472,50.1,10.8
35,58472,100.8,12.3
35,58472,51,15.3
35,58472,51.8,10.2
35,58472,28.1,14.2
35,58472,158.9,13.7
35,58472,198.6,30.8
35,58472,48.9,15
35,58472,25.4,15.7
35,58472,25.2,23.2
35,58472,38.1,14.8
35,58472,32.9,13.3
35,58472,74.1,14.5
35,58472,51.2,9.2
35,58472,84,10.9
35,58472,39.5,14.5
35,58472,43.8,11.5
35,58472,27.8,14.7
35,58472,26.8,14.1
35,58472,46.8,32.6
35,58472,59.9,28.3
35,58472,33.6,12.6
35,58472,176.7,13.3
35,58472,59.8,9.2
35,58472,79.8,19.2
35,58472,29.5,11
35,58472,37.5,14.4
35,58472,60.2,14.9
35,58472,30.8,33.6
35,58472,82.3,18.3
35,58472,63,11.4
35,58472,26.4,16
35,58472,37.4,21.2
35,58472,152,23.9
35,58472,42.7,16.8
35,58472,103,21.3
35,58472,36,11.2
35,58472,40.1,16.1
35,58472,33.1,15
35,58472,27.4,18.6
35,58472,165.7,24.2
35,58472,51.1,13.8
35,58472,25.5,10.3
35,58472,71.7,19.9
35,58472,32.2,12.7
35,58472,26,10.8
35,58472,25.6,11.1
35,58472,112.2,9.7
35,58472,56.7,8.2
35,58472,70.9,13
35,58472,30.2,23.8
35,58472,53.7,14.4
35,58472,28.5,12.2
35,58472,25.1,9
35,58472,62.8,15
35,58472,32.9,12.3
35,58472,32.3,11.5
35,58472,41.1,14.9
35,58472,68.2,10.6
35,58472,30.7,12.7
35,58472,29.9,9
35,58472,62.6,23
35,58472,49.8,28
35,58472,53.6,33.7
35,58472,48.3,17
35,58472,35.4,12.3
35,58472,85.4,13
35,58472,26.4,20
35,58472,87.3,11
35,58472,52.6,10
35,58472,29.2,14
35,58472,108,19.3
35,58472,25,16.3
35,58472,41.4,14
35,58472,25.2,17.3
35,58472,34,16.7
35,58472,35.5,11.3
35,58472,35.2,17.3
35,58472,32.1,19
35,58472,54.3,20
35,58472,42.5,12
35,58472,85.5,18.7
35,58472,86.1,11
35,58472,68.6,18
35,58472,37.4,24
35,58472,39.5,14
35,58472,92.2,17
35,58472,106.8,9.3
35,58472,227.5,16.3
35,58472,33.4,13.3
35,58472,31.1,11.3
35,58472,32.6,8.7
35,58472,54.7,10.7
35,58472,81.2,12.7
35,58472,47.2,14.3
35,58472,164.4,31.7
35,58472,27,17
35,58472,28,20
36,58473,30.6,13
36,58473,28,15
36,58473,52.1,14.7
36,58473,66.6,16.3
36,58473,26.2,15
36,58473,103.5,23.3
36,58473,54.9,15
36,58473,38.8,12
36,58473,49.9,9.7
36,58473,32.2,17.3
36,58473,58.3,36.3
36,58473,31.4,18.3
36,58473,36.3,10.7
36,58473,26.2,11.3
36,58473,31.1,12.7
36,58473,28.8,9
36,58473,35.9,13
36,58473,25,19.7
36,58473,29.1,14.3
36,58473,28.3,16.7
36,58473,32.8,20
36,58473,69,26.3
36,58473,60.1,12.7
36,58473,56.9,14
36,58473,46.2,24
36,58473,86.8,28
36,58473,61.2,13
36,58473,69.9,19
36,58473,59.9,19
36,58473,32.4,12
36,58473,48.7,15.7
36,58473,50.3,20
36,58473,112,16.3
36,58473,30,16
36,58473,34.5,18
36,58473,90.2,23.3
36,58473,44.4,15.7
36,58473,136.4,16.7
36,58473,68.7,26.3
36,58473,61.4,14.7
36,58473,31.9,13
36,58473,26.4,15
36,58473,105.9,13.3
36,58473,47.8,11.3
36,58473,49.4,10
36,58473,64.2,11.3
36,58473,30.1,20.7
36,58473,38.8,14.7
36,58473,29.2,20
36,58473,25.1,17.3
36,58473,52.8,18
36,58473,63.5,17.3
36,58473,70.8,19
36,58473,49.4,23.7
36,58473,26.6,22.3
36,58473,67.7,12.7
36,58473,55.2,12.7
36,58473,32.5,11.7
36,58473,97.6,21
36,58473,40.9,11
36,58473,57.8,9.3
36,58473,40,15
36,58473,32.3,19.7
36,58473,60.3,21.3
36,58473,41.7,14
36,58473,34.5,12
36,58473,26.7,15.3
36,58473,64.3,23.3
36,58473,46.8,14
36,58473,81.8,10.7
36,58473,31.9,18.3
36,58473,30.7,16
36,58473,52.4,11
36,58473,62.7,24
36,58473,38.2,15.7
36,58473,40.2,12.3
36,58473,78.9,9.7
36,58473,43.6,15
36,58473,42.4,15.1
36,58473,51.2,19.5
36,58473,51,11.5
36,58473,48.4,20.4
36,58473,33.1,13.2
36,58473,30.9,12.7
36,58473,30,16
36,58473,93.4,18.4
36,58473,50.1,10.8
36,58473,100.8,12.3
36,58473,51,15.3
36,58473,51.8,10.2
36,58473,28.1,14.2
36,58473,158.9,13.7
36,58473,198.6,30.8
36,58473,48.9,15
36,58473,25.4,15.7
36,58473,25.2,23.2
36,58473,38.1,14.8
36,58473,32.9,13.3
36,58473,74.1,14.5
36,58473,51.2,9.2
36,58473,84,10.9
36,58473,39.5,14.5
36,58473,43.8,11.5
36,58473,27.8,14.7
36,58473,26.8,14.1
36,58473,46.8,32.6
36,58473,59.9,28.3
36,58473,33.6,12.6
36,58473,176.7,13.3
36,58473,59.8,9.2
