NoC,Code,Name,Rain,Wind
2,310103,Luwan,52.8657598461309,10.6822188675475
2,310103,Luwan,73.6000304312771,11.6099947153652
2,310103,Luwan,53.0192844487586,13.712922213311
2,310103,Luwan,66.3952409169157,11.1504266543306
2,310103,Luwan,56.9842179268671,12.8636492739472
2,310103,Luwan,52.7596077940723,18.190983876201
2,310103,Luwan,105.567780772915,13.4657808780228
2,310103,Luwan,76.4140164046698,14.2488309165604
2,310103,Luwan,56.5206937604454,12.6843040503677
2,310103,Luwan,58.7713570988287,11.6461733005672
2,310103,Luwan,80.1975375219289,18.0479443255445
2,310103,Luwan,107.169450365929,11.6298942086775
2,310103,Luwan,51.4460187442883,14.2059403335884
2,310103,Luwan,51.6256708730678,11.3212805912626
2,310103,Luwan,55.9695670080031,21.6581701369974
2,310103,Luwan,80.7776311855862,13.0372281212634
2,310103,Luwan,87.7955336768693,10.3713134476669
2,310103,Luwan,67.2791594809147,10.4691095203623
2,310103,Luwan,62.5611166536809,14.9432372480476
2,310103,Luwan,91.3412771811286,13.2216755188451
2,310103,Luwan,86.4650968452608,13.7743255986814
2,310103,Luwan,104.030003696334,17.3722464083474
2,310103,Luwan,115.379486203448,27.383013958947
2,310103,Luwan,68.3855817998063,14.9771394738817
2,310103,Luwan,64.6343150749905,15.6782817917239
2,310103,Luwan,73.8522247882168,15.4831759489856
2,310103,Luwan,101.10918311416,17.4101192818997
2,310103,Luwan,63.711680301459,13.7769069785242
2,310103,Luwan,72.5587425234447,20.6711284672514
2,310103,Luwan,63.7209336146137,15.8055672315333
2,310103,Luwan,60.0651994012926,15.5978170462732
2,310103,Luwan,59.9097839159118,14.3476477051265
2,310103,Luwan,64.7309841515798,17.7486834795949
2,310103,Luwan,62.2055328618925,14.1534116877913
2,310103,Luwan,82.5280111059874,13.7597856586321
2,310103,Luwan,78.6986094587451,14.6994025595548
2,310103,Luwan,63.733601555882,11.3774964856123
2,310103,Luwan,59.6433476279242,12.9108274984131
2,310103,Luwan,72.9830988985676,26.4576788098733
2,310103,Luwan,53.6009823303509,11.4649047480112
2,310103,Luwan,60.6440397336487,15.6797396509014
2,310103,Luwan,67.4153470565261,15.5115437043507
2,310103,Luwan,71.3549263232599,12.2488532280367
2,310103,Luwan,57.9676821093299,12.0604439317513
2,310103,Luwan,64.1326400844802,17.3763477942985
2,310103,Luwan,116.421046782473,11.9326119652489
2,310103,Luwan,51.4476579601756,13.0186488341389
2,310103,Luwan,55.2038522941077,20.3512129709992
2,310103,Luwan,63.2387083129897,11.5093286546354
2,310103,Luwan,62.4027568585094,11.9375452405468
2,310103,Luwan,75.3066378271472,18.98481965895
2,310103,Luwan,92.1853205081441,10.2972322682995
2,310103,Luwan,64.5407338208245,12.845588019455
2,310103,Luwan,52.3579537985686,13.5694501341793
2,310103,Luwan,79.1958864028997,21.4040600125868
2,310103,Luwan,76.2347047450225,18.6617215298302
2,310103,Luwan,65.3286998295521,12.4892751339538
2,310103,Luwan,72.8139298814048,21.5200269564231
2,310103,Luwan,84.7977399638752,17.5513826106366
2,310103,Luwan,75.8156352543166,10.5813889050288
2,310103,Luwan,68.4947001686514,15.4525288611855
2,310103,Luwan,109.384492095277,10.2453829298969
2,310103,Luwan,71.9181927940398,19.6254363281207
2,310103,Luwan,52.085730052986,14.601171906005
2,310103,Luwan,108.568294740397,11.9561581280839
2,310103,Luwan,82.1183348802277,14.4242568394514
2,310103,Luwan,64.7219025298304,13.4171851280436
2,310103,Luwan,54.1808028394256,14.0869438181265
2,310103,Luwan,61.8936571535827,15.5060292114732
2,310103,Luwan,62.1070702507541,11.9376472807321
3,310104,Xuhui,59.4363394159225,21.7887263875479
3,310104,Xuhui,61.8809996431449,11.3445203678213
3,310104,Xuhui,63.6133321017389,12.3033635185208
3,310104,Xuhui,86.7803551418729,15.807186450568
3,310104,Xuhui,63.260651759592,10.9068025475789
3,310104,Xuhui,60.5314403195363,10.702924490731
3,310104,Xuhui,59.1447222715724,13.4980660459932
3,310104,Xuhui,56.4396370106936,11.2010647803514
3,310104,Xuhui,68.0989637627507,10.3940847710903
3,310104,Xuhui,87.8293649441259,15.8538599312842
3,310104,Xuhui,59.4971321822985,15.071182986186
3,310104,Xuhui,52.9509347806148,11.0187229393839
3,310104,Xuhui,68.7125030553407,12.7157390502587
3,310104,Xuhui,90.2883557773842,17.216435415354
3,310104,Xuhui,57.3358346788227,12.0402837512295
3,310104,Xuhui,90.5147731736372,11.6659136368807
3,310104,Xuhui,144.422524787533,13.7239203348515
3,310104,Xuhui,79.3430497814654,14.5772009127191
3,310104,Xuhui,55.4440025475294,25.5136467520643
3,310104,Xuhui,70.2346820734948,10.4845576988353
3,310104,Xuhui,51.8972901145697,11.9852503423554
3,310104,Xuhui,55.7704527674889,14.2874083464458
3,310104,Xuhui,54.0515234268322,12.7916532470956
3,310104,Xuhui,87.3999903571655,10.0537336629013
3,310104,Xuhui,64.4886753323343,12.6762298589334
3,310104,Xuhui,83.7509419546826,12.7527094540266
3,310104,Xuhui,53.3221574398952,13.0523178695347
3,310104,Xuhui,56.545257783829,15.0724745623164
3,310104,Xuhui,133.136916765778,13.2289390923562
3,310104,Xuhui,111.543847519042,15.7036665076098
3,310104,Xuhui,58.9961135016313,13.2370534287824
3,310104,Xuhui,90.1968533176188,16.6264526952487
3,310104,Xuhui,55.1313466231651,12.9704173885909
3,310104,Xuhui,53.7697551020822,20.2669186358687
3,310104,Xuhui,53.1943760589804,10.1188440280302
3,310104,Xuhui,78.6021973627336,11.957789082184
3,310104,Xuhui,77.9064239401529,10.7238364425349
3,310104,Xuhui,90.1130653705866,11.9888864371648
3,310104,Xuhui,65.3360852519865,17.5430096271993
3,310104,Xuhui,54.8357263827507,12.5012053707893
3,310104,Xuhui,93.7195608531673,13.3232196045774
3,310104,Xuhui,79.3969366141748,18.5987379314238
3,310104,Xuhui,52.249440652769,10.4867777671128
3,310104,Xuhui,85.2386568174853,27.7671249971959
3,310104,Xuhui,51.6801175195408,15.6388405807347
3,310104,Xuhui,76.8359089547292,15.2291666953504
3,310104,Xuhui,59.3694751201542,17.8163870140267
3,310104,Xuhui,127.822912435982,18.0485720951359
3,310104,Xuhui,62.65268404115,19.2437355808205
3,310104,Xuhui,58.7019319790574,13.3241238844282
3,310104,Xuhui,67.8674243275177,15.2963799512864
3,310104,Xuhui,50.2388077049953,14.5349302620867
3,310104,Xuhui,65.3368658390949,13.4459458326197
3,310104,Xuhui,64.3784460641594,18.5523468379766
3,310104,Xuhui,59.2340156518512,13.9785235864278
3,310104,Xuhui,64.1144846548975,14.2679778737661
3,310104,Xuhui,57.9352119870819,13.331050494901
3,310104,Xuhui,90.2820704594642,15.4229353742647
3,310104,Xuhui,91.9376875137976,11.3181500493423
3,310104,Xuhui,61.6964364258013,12.6564086387149
3,310104,Xuhui,64.4078317338248,13.1544711052422
3,310104,Xuhui,68.1518787263002,24.4291115521371
3,310104,Xuhui,53.1855621452575,10.3073366730797
3,310104,Xuhui,54.6615440830718,14.6272631970291
3,310104,Xuhui,120.483138301105,15.8314302942742
3,310104,Xuhui,72.525189096918,11.2104825012031
3,310104,Xuhui,66.6615440935824,11.4506409321498
3,310104,Xuhui,59.5545020658932,13.7185581959434
3,310104,Xuhui,109.426838565528,11.5798756552691
3,310104,Xuhui,51.8115905458548,12.5304161654973
3,310104,Xuhui,96.798531147983,18.7888556095103
3,310104,Xuhui,103.44462881398,10.3106189585634
3,310104,Xuhui,65.6904010180945,12.1342792569245
3,310104,Xuhui,55.3227057923982,13.9745233099714
3,310104,Xuhui,72.6477946324044,13.1342668640823
3,310104,Xuhui,75.9259037867612,12.2531044722227
3,310104,Xuhui,76.7025631891657,20.2391062257864
3,310104,Xuhui,60.584657743398,14.8773563519064
3,310104,Xuhui,72.1818816157964,10.1142163836427
3,310104,Xuhui,53.7218474150032,21.1912807524936
3,310104,Xuhui,76.2111427366956,14.5633089142814
3,310104,Xuhui,84.9790454745901,10.3496701124681
3,310104,Xuhui,57.9825222684381,13.9834746474907
3,310104,Xuhui,142.432376472689,10.2893466529424
3,310104,Xuhui,99.5707170610973,18.9273235157759
3,310104,Xuhui,59.1357275522957,15.4263649125376
3,310104,Xuhui,60.0598387755753,11.7754751625713
3,310104,Xuhui,65.0401944335395,14.214900242623
3,310104,Xuhui,53.8377473284728,13.5676859028261
3,310104,Xuhui,51.6710805099889,12.1360366506279
3,310104,Xuhui,98.3740445374302,13.7735220800495
3,310104,Xuhui,101.292394358847,13.9267994580452
3,310104,Xuhui,60.3963301399283,11.550668965747
4,310105,Changning,88.0705755162456,15.1447029236264
4,310105,Changning,55.3902136372928,11.0186978148195
4,310105,Changning,61.8825831233321,13.9609190306857
4,310105,Changning,50.1968237310422,15.0770113572394
4,310105,Changning,54.2979620641236,11.3623682675071
4,310105,Changning,60.1552189058307,16.2986817248205
4,310105,Changning,56.8787718674934,16.8446870075707
4,310105,Changning,52.6544556828555,10.0903766996597
4,310105,Changning,56.5498370252038,12.3550074217819
4,310105,Changning,73.0713260011924,17.846895087072
4,310105,Changning,52.2446724909111,11.9683343617356
4,310105,Changning,71.0436512060343,11.2982635049277
4,310105,Changning,107.142529415103,13.0270912323863
4,310105,Changning,68.0243981173639,14.1201905107384
4,310105,Changning,70.4726987468723,25.7382835498792
4,310105,Changning,63.5398233102613,11.2945734981883
4,310105,Changning,65.6350610854772,12.1260235855331
4,310105,Changning,55.6750208134639,13.141404448548
4,310105,Changning,98.8163408300054,12.8836426394562
4,310105,Changning,63.52877858052,16.243159253487
4,310105,Changning,58.5650817822779,19.2859602548954
4,310105,Changning,64.3405373655588,11.9918211518577
4,310105,Changning,67.396536390585,11.737783600143
4,310105,Changning,63.1913757739501,11.9832324145469
4,310105,Changning,78.9487093831437,13.4136672251448
4,310105,Changning,52.7070132062354,19.6667315750678
4,310105,Changning,85.3537952428443,18.0768874852536
4,310105,Changning,50.8085684308095,10.7621703142835
4,310105,Changning,90.7857212516313,27.212786929356
4,310105,Changning,86.3176629653894,12.6419126502934
4,310105,Changning,112.480762987272,17.2677765932924
4,310105,Changning,61.7351776070948,16.7911504755184
4,310105,Changning,52.6186151845757,10.261411000167
4,310105,Changning,61.1164397997331,19.5265128323345
4,310105,Changning,64.4736676637135,15.5550829487359
4,310105,Changning,66.9693592412932,10.0746748655727
4,310105,Changning,54.8726711801236,11.830825916024
4,310105,Changning,53.8642718769975,13.7077921296094
4,310105,Changning,51.0489091147709,13.8138475468936
4,310105,Changning,74.4381811333142,15.9257810455967
4,310105,Changning,65.3234679203069,11.2916381362794
4,310105,Changning,51.1676413556993,13.4170056191578
4,310105,Changning,60.5253593994296,25.3365712605756
4,310105,Changning,85.8587620106976,16.4524981201676
4,310105,Changning,57.9211786463339,11.7863738246613
4,310105,Changning,63.1272392811911,13.9068836735275
4,310105,Changning,90.7523549196218,11.7319233523308
4,310105,Changning,81.2578438909707,17.1184227402445
4,310105,Changning,53.0498958320757,12.040642268893
4,310105,Changning,74.5045876388873,18.5127288750332
4,310105,Changning,124.327010722743,11.275141082803
4,310105,Changning,53.2705577003709,13.9476377546926
4,310105,Changning,51.1877742921152,11.1471010299578
4,310105,Changning,56.2445545005486,12.7925410250484
4,310105,Changning,74.3724143860351,20.8709194458386
4,310105,Changning,59.6369118785657,16.1824118554569
4,310105,Changning,52.8900579844767,22.5761476981255
4,310105,Changning,60.3989913290419,14.0406531170976
4,310105,Changning,81.4727718176606,10.4285953049125
4,310105,Changning,112.420659322268,10.0697556266466
4,310105,Changning,77.9736668503213,17.5812308863124
4,310105,Changning,72.6139190531414,14.2816471675502
4,310105,Changning,51.4334469835358,12.4137779702532
4,310105,Changning,75.3943210515759,14.6980961201273
4,310105,Changning,83.338026441941,13.3177703148049
4,310105,Changning,54.5089479301201,12.7728014987365
5,310106,JingAn,75.5602698120908,15.1489531605213
5,310106,JingAn,58.2486938978441,14.3113977672215
5,310106,JingAn,54.7047410848685,12.9279483260276
5,310106,JingAn,61.2584801775426,19.3297832093288
5,310106,JingAn,53.2307388766475,10.7455606288486
5,310106,JingAn,52.4852910773974,11.3935664703227
5,310106,JingAn,57.5218391037459,18.0479241577274
5,310106,JingAn,52.6091545386129,11.8434345993352
5,310106,JingAn,60.1139695097886,13.4995191043925
5,310106,JingAn,65.0188041625588,13.3335139777929
5,310106,JingAn,81.9051484936054,26.0123200802276
5,310106,JingAn,66.656415093332,11.8039945621153
5,310106,JingAn,51.9751454133735,15.0417171111977
5,310106,JingAn,60.3202931196947,10.8134818317062
5,310106,JingAn,67.0180456979509,10.6257431482078
5,310106,JingAn,59.2262639663849,12.1421369040121
5,310106,JingAn,52.2672603984233,10.9888858864774
5,310106,JingAn,58.3135277562825,13.0497014808224
5,310106,JingAn,75.4490997528806,12.705111392872
5,310106,JingAn,55.1678830589995,11.7210527153266
5,310106,JingAn,56.7737833827135,16.822721176962
5,310106,JingAn,100.086968777089,11.9002913580598
5,310106,JingAn,63.2515106399983,19.4431666228252
5,310106,JingAn,66.3043364496776,12.5263367750039
5,310106,JingAn,75.2041587105561,11.770465094605
5,310106,JingAn,57.6132529403443,11.3659932368439
5,310106,JingAn,52.5607752565672,15.7524026592183
5,310106,JingAn,62.0042925790329,15.3791602146615
5,310106,JingAn,55.6582941944141,15.7972460249479
5,310106,JingAn,75.7045012527882,12.9576420669718
5,310106,JingAn,52.2443244743187,15.7034323485973
5,310106,JingAn,84.9560912981691,12.8515535506961
5,310106,JingAn,102.128239218723,16.8092861857173
5,310106,JingAn,103.676666728585,25.9582416978265
5,310106,JingAn,51.6874465198472,14.4454302378577
5,310106,JingAn,79.4334293179505,11.876938341214
5,310106,JingAn,92.4863826352095,16.4943884712395
5,310106,JingAn,60.2960215992632,14.9591614637518
5,310106,JingAn,68.0210783740527,20.4529284376961
5,310106,JingAn,64.5769489741638,15.6204633024826
5,310106,JingAn,66.7118783786534,10.1738318987309
5,310106,JingAn,61.8284116045878,13.0412065838306
5,310106,JingAn,67.6209392608577,11.9803509911383
5,310106,JingAn,50.7279033576832,14.3304266533777
5,310106,JingAn,52.6008584786707,13.9279176510963
5,310106,JingAn,59.8908311370258,14.1219782556333
5,310106,JingAn,63.7227867939178,15.533360352245
5,310106,JingAn,50.1106771349101,11.3424301598274
5,310106,JingAn,65.1130681901638,26.9790612406167
5,310106,JingAn,52.450143181121,12.5962000382857
5,310106,JingAn,70.8915900535032,18.2540882416943
5,310106,JingAn,57.2631188726481,11.5155542310382
5,310106,JingAn,99.0798242949302,12.0013617971396
5,310106,JingAn,80.8471706109857,19.4528216352681
5,310106,JingAn,59.3230589574465,11.1328555389112
5,310106,JingAn,63.5825272127638,11.490715307472
5,310106,JingAn,52.9279864817064,18.3977994965632
5,310106,JingAn,119.254536811375,11.5718898897049
5,310106,JingAn,76.5902909488517,21.6951731733928
5,310106,JingAn,73.3304175457719,18.4520639278631
5,310106,JingAn,63.8235666512784,22.9362375703555
5,310106,JingAn,64.0704447675309,15.6560322374692
5,310106,JingAn,74.522136696207,10.388881019857
5,310106,JingAn,53.2033501274851,14.6546147641742
5,310106,JingAn,52.9422088376903,17.6483171592608
5,310106,JingAn,53.3550927992237,11.2046015119451
5,310106,JingAn,84.3512788135552,11.7465299597226
5,310106,JingAn,87.9988480741787,14.8314870954808
5,310106,JingAn,57.658784714478,13.4320200547334
5,310106,JingAn,53.7159321479895,15.4370769571764
5,310106,JingAn,57.9448694776754,12.9989499869445
6,310107,Putuo,87.835879327158,15.4719564355996
6,310107,Putuo,51.3021694499787,14.7678654456924
6,310107,Putuo,57.3583048807409,15.4125886763403
6,310107,Putuo,63.6011180083017,13.2429902049174
6,310107,Putuo,53.04012956839,17.0351961507616
6,310107,Putuo,57.3962807315727,21.5381221880428
6,310107,Putuo,50.9677576107344,16.1781393799564
6,310107,Putuo,61.2797004465097,11.0791169239325
6,310107,Putuo,50.4444330176794,18.0741720285335
6,310107,Putuo,62.5417642027242,12.9842348535465
6,310107,Putuo,84.3247860848668,26.2428933616831
6,310107,Putuo,50.7152446024485,12.4494057913794
6,310107,Putuo,67.4555421940531,12.3351674189674
6,310107,Putuo,58.6107650256075,15.6277373255833
6,310107,Putuo,61.6601983488046,10.6830215253046
6,310107,Putuo,70.8149356401939,11.0340810671338
6,310107,Putuo,62.8836527672642,11.4354949250673
6,310107,Putuo,57.7735587754707,13.8187538613156
6,310107,Putuo,57.3009147393992,13.1197054857669
6,310107,Putuo,61.8302614255063,12.6150656668107
6,310107,Putuo,55.9423959938184,12.569718876965
6,310107,Putuo,58.1247196592745,17.5758447962289
6,310107,Putuo,126.225051638927,11.8827897833354
6,310107,Putuo,50.2803551146467,13.5760073608173
6,310107,Putuo,62.1397807970302,19.899517876769
6,310107,Putuo,78.845167791947,13.235665712128
6,310107,Putuo,77.3072910456254,14.1850319242319
6,310107,Putuo,52.7825694313848,11.1453637388256
6,310107,Putuo,62.6225295261448,17.2233470435641
6,310107,Putuo,69.7989250557267,15.7714522564513
6,310107,Putuo,57.6645660483814,16.8070732733248
6,310107,Putuo,71.2419550109906,12.6175235557634
6,310107,Putuo,63.4417959135828,14.8432140527736
6,310107,Putuo,100.314463049263,13.3507630465303
6,310107,Putuo,109.964890921838,15.7318662572071
6,310107,Putuo,102.614914572382,25.0322159266752
6,310107,Putuo,54.3795507783444,13.8829941026961
6,310107,Putuo,70.1254637020704,11.8084905731155
6,310107,Putuo,75.9069464400693,15.9684187654065
6,310107,Putuo,78.9480320613442,13.4943981702319
6,310107,Putuo,71.8843455386258,21.3813122957121
6,310107,Putuo,62.049947288139,15.7118170688235
6,310107,Putuo,67.5225831733033,10.3769666086294
6,310107,Putuo,90.0130132669746,13.8224095770556
6,310107,Putuo,58.3226361442381,10.6766702784959
6,310107,Putuo,50.8890336552937,14.3996904652363
6,310107,Putuo,65.3584552592052,14.6623758956438
6,310107,Putuo,57.2862560059837,15.2311459315058
6,310107,Putuo,87.2359427092665,28.8188404942145
6,310107,Putuo,90.5928590693203,20.0874699059912
6,310107,Putuo,63.0342534238643,11.9593622484273
6,310107,Putuo,54.6481804142371,11.2016250488394
6,310107,Putuo,106.499830127096,12.2840522760633
6,310107,Putuo,73.2182888322261,21.9184830930636
6,310107,Putuo,64.9269119659954,10.9121376938533
6,310107,Putuo,68.5913101460838,11.2265137949523
6,310107,Putuo,104.368107802525,11.3504075376071
6,310107,Putuo,55.2794486955964,18.8793872255843
6,310107,Putuo,85.5821170222658,22.1660696632367
6,310107,Putuo,80.445246167748,18.573647499676
6,310107,Putuo,75.9075236286566,22.3612566279064
6,310107,Putuo,65.6748770265085,16.3801424342435
6,310107,Putuo,59.0319880057331,10.1068034452195
6,310107,Putuo,55.8747206525967,14.3394881227493
6,310107,Putuo,63.5519644223375,10.1504405392385
6,310107,Putuo,99.8072706905125,13.6936051409158
6,310107,Putuo,65.8927176904825,11.8762823660189
6,310107,Putuo,96.882990473757,15.1711497812774
6,310107,Putuo,65.3061200066307,13.5278289179713
6,310107,Putuo,62.0079360274375,12.0187026978251
7,310108,Zabei,101.613472823004,15.1314772103386
7,310108,Zabei,66.532148817456,10.9381251900449
7,310108,Zabei,62.3922412221315,13.8825296833395
7,310108,Zabei,50.2468025292041,14.5100576792343
7,310108,Zabei,58.0731548830145,11.2951632007875
7,310108,Zabei,58.4091171918892,15.2178128413136
7,310108,Zabei,51.6891305774532,12.1926397794902
7,310108,Zabei,52.7550435604422,11.9115885888841
7,310108,Zabei,68.3279599618846,17.7046833049862
7,310108,Zabei,58.0564567855335,11.5070305479713
7,310108,Zabei,69.3639627795028,10.8011239734654
7,310108,Zabei,106.18598367116,12.4605176337334
7,310108,Zabei,60.3758619630721,14.4919538056921
7,310108,Zabei,63.0864649984742,25.3637896639553
7,310108,Zabei,55.6159253687909,11.4191780634246
7,310108,Zabei,50.7611629672244,11.2378737507244
7,310108,Zabei,62.7155681805626,12.8583927067562
7,310108,Zabei,54.1459993394078,13.2452360435919
7,310108,Zabei,96.1603889557368,12.777028912684
7,310108,Zabei,59.5810796237227,15.4984434770165
7,310108,Zabei,53.9413418633656,18.5152315999805
7,310108,Zabei,52.3921010791271,10.2920714228897
7,310108,Zabei,53.1668500482705,11.4736258672687
7,310108,Zabei,55.0192037906519,12.0422855202746
7,310108,Zabei,63.5663601391253,12.8255901903295
7,310108,Zabei,68.4642337198793,13.5934314260379
7,310108,Zabei,65.1991319967546,20.1054913467153
7,310108,Zabei,74.7628332124175,18.7594142087686
7,310108,Zabei,78.4505786891535,27.5828724959597
7,310108,Zabei,94.9044939943481,13.4724447259684
7,310108,Zabei,111.932333972448,17.574425687642
7,310108,Zabei,72.8870068364202,18.3166770967184
7,310108,Zabei,53.2903679865037,10.5027573307486
7,310108,Zabei,55.1595769511096,18.8635636754838
7,310108,Zabei,61.4503801532464,15.3943999132495
7,310108,Zabei,70.4859885919846,10.0727820301616
7,310108,Zabei,56.1885219406112,11.59213966476
7,310108,Zabei,75.3711120384284,16.4723900029624
7,310108,Zabei,62.9219844867584,11.2604866902004
7,310108,Zabei,50.1344987237011,12.7396362610996
7,310108,Zabei,50.9891258898665,13.0435284376522
7,310108,Zabei,58.407645731084,24.4164312016745
7,310108,Zabei,87.9286080055575,16.7863592668498
7,310108,Zabei,56.1244228161436,11.2974806752478
7,310108,Zabei,54.2034575579864,11.4091974593671
7,310108,Zabei,77.8024972984734,13.1762390890124
7,310108,Zabei,76.4432772260625,11.5794675627553
7,310108,Zabei,70.0319038641281,15.3043634422593
7,310108,Zabei,51.533769484905,11.976124140863
7,310108,Zabei,73.5664572816482,18.3324304949459
7,310108,Zabei,135.038831251101,11.6738632178871
7,310108,Zabei,54.0845211908066,12.5770120092472
7,310108,Zabei,56.4629293206482,13.5292947084575
7,310108,Zabei,53.1093105289497,11.0303926503691
7,310108,Zabei,53.8209560283428,11.7358345071492
7,310108,Zabei,70.7029240714501,19.9185488601411
7,310108,Zabei,50.2920828571079,15.0919281655451
7,310108,Zabei,53.0440508056056,12.860942356769
7,310108,Zabei,72.0545303409881,10.1114534089962
7,310108,Zabei,82.7489680193978,16.4519000491614
7,310108,Zabei,61.436035759114,14.4123764200571
7,310108,Zabei,56.6869650945564,11.736004829336
7,310108,Zabei,80.8212600956347,14.1755725338017
7,310108,Zabei,87.3485605889666,12.3538648767173
8,310109,Hongkou,50.2678720358216,11.8963356597574
8,310109,Hongkou,72.860444682897,18.8910056322757
8,310109,Hongkou,131.735589078584,15.3836391394254
8,310109,Hongkou,85.2159831598122,10.6533515054739
8,310109,Hongkou,51.2370528882096,10.7857104974162
8,310109,Hongkou,58.2511205242112,13.6341044393049
8,310109,Hongkou,58.6583954192498,11.1480211960226
8,310109,Hongkou,75.0955242201326,13.8508792735061
8,310109,Hongkou,96.7914284299888,12.9727521665236
8,310109,Hongkou,62.5151674350703,10.7667268463588
8,310109,Hongkou,56.0179239312702,17.154129207073
8,310109,Hongkou,70.0863618422103,11.664602140521
8,310109,Hongkou,58.1972819016429,14.5112320408221
8,310109,Hongkou,109.636591276659,14.1807054558015
8,310109,Hongkou,52.5966440207903,12.1883109791438
8,310109,Hongkou,51.4309258232601,13.3141493784281
8,310109,Hongkou,83.6403973392068,12.6181864640238
